"PurchaseOrderID";"PurchaseOrderDetailID";"DueDate";"OrderQty";"ProductID";"UnitPrice";"LineTotal";"ReceivedQty";"RejectedQty";"StockedQty";"ModifiedDate"
30;76;22/02/2002 00:00:00;550;478;11,088;6098,4;"550,00";"0,00";"550,00";15/02/2002 00:00:00
31;77;22/02/2002 00:00:00;3;402;47,471;142,412;"3,00";"0,00";"3,00";15/02/2002 00:00:00
32;78;22/02/2002 00:00:00;550;510;23,079;12693,45;"550,00";"82,00";"468,00";15/02/2002 00:00:00
32;79;22/02/2002 00:00:00;550;511;29,274;16100,7;"550,00";"0,00";"550,00";15/02/2002 00:00:00
33;80;02/03/2002 00:00:00;3;403;45,371;136,112;"3,00";"0,00";"3,00";23/02/2002 00:00:00
33;81;02/03/2002 00:00:00;3;404;49,644;148,932;"3,00";"0,00";"3,00";23/02/2002 00:00:00
33;82;02/03/2002 00:00:00;3;405;45,371;136,112;"3,00";"0,00";"3,00";23/02/2002 00:00:00
34;83;02/03/2002 00:00:00;550;525;2,321;1276,275;"550,00";"550,00";"0,00";23/02/2002 00:00:00
35;84;02/03/2002 00:00:00;550;526;3,644;2003,925;"550,00";"0,00";"550,00";23/02/2002 00:00:00
36;85;02/03/2002 00:00:00;550;908;21,095;11601,975;"468,00";"0,00";"468,00";23/02/2002 00:00:00
36;86;02/03/2002 00:00:00;550;909;30,44;16741,725;"550,00";"0,00";"550,00";23/02/2002 00:00:00
36;87;02/03/2002 00:00:00;550;913;40,94;22516,725;"550,00";"0,00";"550,00";23/02/2002 00:00:00
37;88;02/03/2002 00:00:00;60;356;3,602;216,09;"60,00";"0,00";"60,00";23/02/2002 00:00:00
37;89;02/03/2002 00:00:00;60;357;3,98;238,77;"60,00";"0,00";"60,00";23/02/2002 00:00:00
38;90;02/03/2002 00:00:00;550;935;31,49;17319,225;"550,00";"0,00";"550,00";23/02/2002 00:00:00
38;91;02/03/2002 00:00:00;550;936;48,29;26559,225;"550,00";"0,00";"550,00";23/02/2002 00:00:00
39;92;02/03/2002 00:00:00;550;524;12,968;7132,125;"550,00";"0,00";"550,00";23/02/2002 00:00:00
40;93;02/03/2002 00:00:00;550;911;21,095;11601,975;"550,00";"0,00";"550,00";23/02/2002 00:00:00
40;94;02/03/2002 00:00:00;550;912;30,44;16741,725;"550,00";"55,00";"495,00";23/02/2002 00:00:00
41;95;02/03/2002 00:00:00;550;910;40,94;22516,725;"550,00";"0,00";"550,00";23/02/2002 00:00:00
42;96;02/03/2002 00:00:00;550;937;62,99;34644,225;"550,00";"82,00";"468,00";23/02/2002 00:00:00
43;97;02/03/2002 00:00:00;3;463;47,523;142,569;"3,00";"0,00";"3,00";23/02/2002 00:00:00
43;98;02/03/2002 00:00:00;3;464;45,423;136,269;"3,00";"0,00";"3,00";23/02/2002 00:00:00
43;99;02/03/2002 00:00:00;3;465;49,697;149,09;"3,00";"0,00";"3,00";23/02/2002 00:00:00
44;100;02/03/2002 00:00:00;3;462;47,681;143,042;"3,00";"3,00";"0,00";23/02/2002 00:00:00
45;101;02/03/2002 00:00:00;550;510;23,405;12872,475;"550,00";"0,00";"550,00";23/02/2002 00:00:00
45;102;02/03/2002 00:00:00;550;511;27,867;15326,85;"523,00";"0,00";"523,00";23/02/2002 00:00:00
46;103;02/03/2002 00:00:00;550;527;6,752;3713,325;"468,00";"0,00";"468,00";23/02/2002 00:00:00
47;104;02/03/2002 00:00:00;550;938;31,49;17319,225;"550,00";"0,00";"550,00";23/02/2002 00:00:00
47;105;02/03/2002 00:00:00;550;939;48,29;26559,225;"550,00";"0,00";"550,00";23/02/2002 00:00:00
47;106;02/03/2002 00:00:00;550;509;36,278;19952,625;"550,00";"0,00";"550,00";23/02/2002 00:00:00
48;107;02/03/2002 00:00:00;60;492;50,747;3044,79;"60,00";"0,00";"60,00";23/02/2002 00:00:00
48;108;02/03/2002 00:00:00;60;493;58,265;3495,87;"60,00";"0,00";"60,00";23/02/2002 00:00:00
48;109;02/03/2002 00:00:00;60;494;50,747;3044,79;"60,00";"0,00";"60,00";23/02/2002 00:00:00
48;110;02/03/2002 00:00:00;60;495;62,927;3775,59;"60,00";"0,00";"60,00";23/02/2002 00:00:00
48;111;02/03/2002 00:00:00;60;496;49,655;2979,27;"60,00";"0,00";"60,00";23/02/2002 00:00:00
49;112;06/03/2002 00:00:00;550;523;10,385;5711,475;"550,00";"0,00";"550,00";27/02/2002 00:00:00
50;113;06/03/2002 00:00:00;3;422;47,681;143,042;"3,00";"0,00";"3,00";27/02/2002 00:00:00
50;114;06/03/2002 00:00:00;3;423;45,581;136,742;"3,00";"0,00";"3,00";27/02/2002 00:00:00
50;115;06/03/2002 00:00:00;3;424;49,854;149,562;"3,00";"0,00";"3,00";27/02/2002 00:00:00
51;116;06/03/2002 00:00:00;3;490;12,716;38,147;"3,00";"0,00";"3,00";27/02/2002 00:00:00
51;117;06/03/2002 00:00:00;3;491;19,94;59,819;"3,00";"0,00";"3,00";27/02/2002 00:00:00
52;118;06/03/2002 00:00:00;3;528;38,157;114,471;"3,00";"0,00";"3,00";27/02/2002 00:00:00
53;119;10/03/2002 00:00:00;3;505;44,216;132,647;"3,00";"0,00";"3,00";03/03/2002 00:00:00
54;120;10/03/2002 00:00:00;550;938;31,49;17319,225;"550,00";"550,00";"0,00";03/03/2002 00:00:00
54;121;10/03/2002 00:00:00;550;939;48,29;26559,225;"550,00";"550,00";"0,00";03/03/2002 00:00:00
55;122;10/03/2002 00:00:00;60;358;6,983;418,95;"60,00";"0,00";"60,00";03/03/2002 00:00:00
56;123;10/03/2002 00:00:00;3;375;43,271;129,812;"3,00";"0,00";"3,00";03/03/2002 00:00:00
56;124;10/03/2002 00:00:00;3;376;47,544;142,632;"3,00";"0,00";"3,00";03/03/2002 00:00:00
56;125;10/03/2002 00:00:00;3;377;43,271;129,812;"3,00";"0,00";"3,00";03/03/2002 00:00:00
56;126;10/03/2002 00:00:00;3;378;41,171;123,512;"3,00";"0,00";"3,00";03/03/2002 00:00:00
57;127;10/03/2002 00:00:00;60;356;3,381;202,86;"60,00";"0,00";"60,00";03/03/2002 00:00:00
57;128;10/03/2002 00:00:00;60;357;4,316;258,93;"60,00";"0,00";"60,00";03/03/2002 00:00:00
58;129;10/03/2002 00:00:00;3;375;43,271;129,812;"3,00";"0,00";"3,00";03/03/2002 00:00:00
58;130;10/03/2002 00:00:00;3;376;41,171;123,512;"3,00";"0,00";"3,00";03/03/2002 00:00:00
58;131;10/03/2002 00:00:00;3;377;45,444;136,332;"3,00";"0,00";"3,00";03/03/2002 00:00:00
58;132;10/03/2002 00:00:00;3;378;41,171;123,512;"3,00";"0,00";"3,00";03/03/2002 00:00:00
58;133;10/03/2002 00:00:00;3;379;39,071;117,212;"3,00";"0,00";"3,00";03/03/2002 00:00:00
59;134;10/03/2002 00:00:00;3;490;12,359;37,076;"3,00";"0,00";"3,00";03/03/2002 00:00:00
60;135;10/03/2002 00:00:00;550;513;39,197;21558,075;"550,00";"0,00";"550,00";03/03/2002 00:00:00
61;136;10/03/2002 00:00:00;3;403;45,444;136,332;"3,00";"0,00";"3,00";03/03/2002 00:00:00
61;137;10/03/2002 00:00:00;3;404;41,171;123,512;"3,00";"0,00";"3,00";03/03/2002 00:00:00
61;138;10/03/2002 00:00:00;3;405;39,071;117,212;"3,00";"0,00";"3,00";03/03/2002 00:00:00
61;139;10/03/2002 00:00:00;3;406;43,344;130,032;"3,00";"0,00";"3,00";03/03/2002 00:00:00
62;140;10/03/2002 00:00:00;550;931;34,871;19178,775;"550,00";"82,00";"468,00";03/03/2002 00:00:00
62;141;10/03/2002 00:00:00;550;932;39,764;21869,925;"550,00";"0,00";"550,00";03/03/2002 00:00:00
63;142;10/03/2002 00:00:00;3;422;47,681;143,042;"3,00";"0,00";"3,00";03/03/2002 00:00:00
63;143;10/03/2002 00:00:00;3;423;45,581;136,742;"3,00";"0,00";"3,00";03/03/2002 00:00:00
63;144;10/03/2002 00:00:00;3;424;49,854;149,562;"3,00";"0,00";"3,00";03/03/2002 00:00:00
64;145;10/03/2002 00:00:00;3;341;47,576;142,727;"3,00";"3,00";"0,00";03/03/2002 00:00:00
64;146;10/03/2002 00:00:00;3;342;45,476;136,427;"3,00";"3,00";"0,00";03/03/2002 00:00:00
65;147;10/03/2002 00:00:00;550;931;34,346;18890,025;"550,00";"0,00";"550,00";03/03/2002 00:00:00
65;148;10/03/2002 00:00:00;550;932;39,239;21581,175;"523,00";"0,00";"523,00";03/03/2002 00:00:00
66;149;10/03/2002 00:00:00;3;341;47,471;142,412;"3,00";"0,00";"3,00";03/03/2002 00:00:00
66;150;10/03/2002 00:00:00;3;342;45,371;136,112;"3,00";"0,00";"3,00";03/03/2002 00:00:00
66;151;10/03/2002 00:00:00;3;343;49,644;148,932;"3,00";"0,00";"3,00";03/03/2002 00:00:00
66;152;10/03/2002 00:00:00;3;344;45,371;136,112;"3,00";"0,00";"3,00";03/03/2002 00:00:00
67;153;10/03/2002 00:00:00;550;928;32,771;18023,775;"550,00";"0,00";"550,00";03/03/2002 00:00:00
67;154;10/03/2002 00:00:00;550;929;37,086;20397,3;"550,00";"0,00";"550,00";03/03/2002 00:00:00
67;155;10/03/2002 00:00:00;550;930;43,04;23671,725;"550,00";"0,00";"550,00";03/03/2002 00:00:00
68;156;10/03/2002 00:00:00;550;332;10,815;5948,25;"550,00";"0,00";"550,00";03/03/2002 00:00:00
69;157;11/03/2002 00:00:00;550;948;82,835;45558,975;"550,00";"0,00";"550,00";04/03/2002 00:00:00
69;158;11/03/2002 00:00:00;550;907;82,835;45558,975;"550,00";"0,00";"550,00";04/03/2002 00:00:00
70;159;11/03/2002 00:00:00;1250;325;0,21;262,5;"1250,00";"0,00";"1250,00";04/03/2002 00:00:00
70;160;11/03/2002 00:00:00;1250;326;0,21;262,5;"1250,00";"125,00";"1125,00";04/03/2002 00:00:00
71;161;11/03/2002 00:00:00;3;320;49,644;148,932;"3,00";"0,00";"3,00";04/03/2002 00:00:00
71;162;11/03/2002 00:00:00;3;321;44,321;132,962;"3,00";"0,00";"3,00";04/03/2002 00:00:00
71;163;11/03/2002 00:00:00;60;322;28,697;1721,79;"60,00";"3,00";"57,00";04/03/2002 00:00:00
72;164;11/03/2002 00:00:00;550;930;42,515;23382,975;"550,00";"82,00";"468,00";04/03/2002 00:00:00
72;165;11/03/2002 00:00:00;550;921;5,586;3072,3;"550,00";"0,00";"550,00";04/03/2002 00:00:00
73;166;26/03/2002 00:00:00;60;952;15,74;944,37;"60,00";"0,00";"60,00";19/03/2002 00:00:00
74;167;26/03/2002 00:00:00;550;933;43,46;23902,725;"550,00";"550,00";"0,00";19/03/2002 00:00:00
74;168;26/03/2002 00:00:00;550;934;37,622;20691,825;"550,00";"550,00";"0,00";19/03/2002 00:00:00
75;169;26/03/2002 00:00:00;550;317;29,579;16268,175;"550,00";"0,00";"550,00";19/03/2002 00:00:00
75;170;26/03/2002 00:00:00;550;318;36,099;19854,45;"523,00";"0,00";"523,00";19/03/2002 00:00:00
75;171;26/03/2002 00:00:00;550;319;48,584;26720,925;"550,00";"0,00";"550,00";19/03/2002 00:00:00
76;172;26/03/2002 00:00:00;550;928;32,246;17735,025;"468,00";"0,00";"468,00";19/03/2002 00:00:00
76;173;26/03/2002 00:00:00;550;929;36,561;20108,55;"550,00";"0,00";"550,00";19/03/2002 00:00:00
77;174;26/03/2002 00:00:00;550;319;46,421;25531,275;"550,00";"0,00";"550,00";19/03/2002 00:00:00
78;175;26/03/2002 00:00:00;3;359;47,523;142,569;"3,00";"0,00";"3,00";19/03/2002 00:00:00
78;176;26/03/2002 00:00:00;3;360;45,423;136,269;"3,00";"0,00";"3,00";19/03/2002 00:00:00
78;177;26/03/2002 00:00:00;3;361;49,697;149,09;"3,00";"0,00";"3,00";19/03/2002 00:00:00
78;178;26/03/2002 00:00:00;3;362;45,423;136,269;"3,00";"0,00";"3,00";19/03/2002 00:00:00
78;179;26/03/2002 00:00:00;3;363;43,323;129,969;"3,00";"0,00";"3,00";19/03/2002 00:00:00
79;180;26/03/2002 00:00:00;3;2;41,916;125,748;"3,00";"0,00";"3,00";19/03/2002 00:00:00
80;181;26/03/2002 00:00:00;3;1;50,264;150,791;"3,00";"0,00";"3,00";19/03/2002 00:00:00
81;182;26/03/2002 00:00:00;3;361;49,854;149,562;"3,00";"0,00";"3,00";19/03/2002 00:00:00
81;183;26/03/2002 00:00:00;3;362;45,581;136,742;"3,00";"0,00";"3,00";19/03/2002 00:00:00
81;184;26/03/2002 00:00:00;3;363;43,481;130,442;"3,00";"0,00";"3,00";19/03/2002 00:00:00
81;185;26/03/2002 00:00:00;3;364;47,754;143,262;"3,00";"0,00";"3,00";19/03/2002 00:00:00
82;186;26/03/2002 00:00:00;550;530;16,086;8847,3;"550,00";"82,00";"468,00";19/03/2002 00:00:00
83;187;26/03/2002 00:00:00;3;4;57,026;171,077;"3,00";"0,00";"3,00";19/03/2002 00:00:00
84;188;26/03/2002 00:00:00;550;512;37,086;20397,3;"550,00";"550,00";"0,00";19/03/2002 00:00:00
85;189;26/03/2002 00:00:00;550;513;26,597;14628,075;"550,00";"0,00";"550,00";19/03/2002 00:00:00
86;190;26/03/2002 00:00:00;550;317;27,059;14882,175;"468,00";"0,00";"468,00";19/03/2002 00:00:00
86;191;26/03/2002 00:00:00;550;318;33,579;18468,45;"550,00";"0,00";"550,00";19/03/2002 00:00:00
86;192;26/03/2002 00:00:00;550;319;46,064;25334,925;"550,00";"0,00";"550,00";19/03/2002 00:00:00
87;193;26/03/2002 00:00:00;3;408;47,544;142,632;"3,00";"0,00";"3,00";19/03/2002 00:00:00
87;194;26/03/2002 00:00:00;3;409;43,271;129,812;"3,00";"0,00";"3,00";19/03/2002 00:00:00
87;195;26/03/2002 00:00:00;3;410;41,171;123,512;"3,00";"0,00";"3,00";19/03/2002 00:00:00
87;196;26/03/2002 00:00:00;3;411;45,444;136,332;"3,00";"0,00";"3,00";19/03/2002 00:00:00
87;197;26/03/2002 00:00:00;3;412;41,171;123,512;"3,00";"0,00";"3,00";19/03/2002 00:00:00
87;198;26/03/2002 00:00:00;3;413;39,071;117,212;"3,00";"0,00";"3,00";19/03/2002 00:00:00
88;199;26/03/2002 00:00:00;3;427;47,597;142,79;"3,00";"0,00";"3,00";19/03/2002 00:00:00
88;200;26/03/2002 00:00:00;3;428;43,323;129,969;"3,00";"0,00";"3,00";19/03/2002 00:00:00
88;201;26/03/2002 00:00:00;3;429;41,223;123,669;"3,00";"0,00";"3,00";19/03/2002 00:00:00
88;202;26/03/2002 00:00:00;3;430;45,497;136,49;"3,00";"0,00";"3,00";19/03/2002 00:00:00
88;203;26/03/2002 00:00:00;3;431;41,223;123,669;"3,00";"0,00";"3,00";19/03/2002 00:00:00
89;204;09/04/2002 00:00:00;3;320;47,471;142,412;"3,00";"0,00";"3,00";02/04/2002 00:00:00
89;205;09/04/2002 00:00:00;3;321;42,798;128,394;"3,00";"0,00";"3,00";02/04/2002 00:00:00
89;206;09/04/2002 00:00:00;60;322;25,421;1525,23;"60,00";"0,00";"60,00";02/04/2002 00:00:00
90;207;09/04/2002 00:00:00;3;442;43,397;130,19;"3,00";"0,00";"3,00";02/04/2002 00:00:00
90;208;09/04/2002 00:00:00;3;443;39,123;117,369;"3,00";"0,00";"3,00";02/04/2002 00:00:00
90;209;09/04/2002 00:00:00;3;444;37,023;111,069;"3,00";"0,00";"3,00";02/04/2002 00:00:00
91;210;09/04/2002 00:00:00;550;941;62,99;34644,225;"550,00";"0,00";"550,00";02/04/2002 00:00:00
92;211;09/04/2002 00:00:00;3;320;45,371;136,112;"3,00";"0,00";"3,00";02/04/2002 00:00:00
92;212;09/04/2002 00:00:00;3;321;40,488;121,464;"3,00";"0,00";"3,00";02/04/2002 00:00:00
93;213;13/04/2002 00:00:00;3;504;48,762;146,286;"3,00";"0,00";"3,00";06/04/2002 00:00:00
94;214;13/04/2002 00:00:00;3;497;34,188;102,564;"3,00";"3,00";"0,00";06/04/2002 00:00:00
95;215;13/04/2002 00:00:00;3;323;50,264;150,791;"3,00";"0,00";"3,00";06/04/2002 00:00:00
96;216;13/04/2002 00:00:00;550;523;10,731;5902,05;"468,00";"0,00";"468,00";06/04/2002 00:00:00
96;217;13/04/2002 00:00:00;550;524;14,123;7767,375;"550,00";"0,00";"550,00";06/04/2002 00:00:00
97;218;23/04/2002 00:00:00;60;492;50,264;3015,81;"60,00";"0,00";"60,00";16/04/2002 00:00:00
97;219;23/04/2002 00:00:00;60;493;57,152;3429,09;"60,00";"0,00";"60,00";16/04/2002 00:00:00
97;220;23/04/2002 00:00:00;60;494;53,204;3192,21;"60,00";"0,00";"60,00";16/04/2002 00:00:00
97;221;23/04/2002 00:00:00;60;495;63,693;3821,58;"60,00";"0,00";"60,00";16/04/2002 00:00:00
97;222;23/04/2002 00:00:00;60;496;48,909;2934,54;"60,00";"0,00";"60,00";16/04/2002 00:00:00
98;223;23/04/2002 00:00:00;550;913;40,94;22516,725;"550,00";"0,00";"550,00";16/04/2002 00:00:00
98;224;23/04/2002 00:00:00;550;914;21,095;11601,975;"550,00";"0,00";"550,00";16/04/2002 00:00:00
98;225;23/04/2002 00:00:00;550;915;30,44;16741,725;"550,00";"0,00";"550,00";16/04/2002 00:00:00
98;226;23/04/2002 00:00:00;550;916;40,94;22516,725;"550,00";"0,00";"550,00";16/04/2002 00:00:00
99;227;23/04/2002 00:00:00;60;506;9,198;551,88;"60,00";"0,00";"60,00";16/04/2002 00:00:00
100;228;23/04/2002 00:00:00;550;351;5,775;3176,25;"550,00";"0,00";"550,00";16/04/2002 00:00:00
100;229;23/04/2002 00:00:00;550;352;1,155;635,25;"550,00";"55,00";"495,00";16/04/2002 00:00:00
100;230;23/04/2002 00:00:00;550;679;5,775;3176,25;"550,00";"0,00";"550,00";16/04/2002 00:00:00
101;231;23/04/2002 00:00:00;550;507;23,394;12866,7;"550,00";"0,00";"550,00";16/04/2002 00:00:00
101;232;23/04/2002 00:00:00;550;508;27,647;15205,575;"550,00";"0,00";"550,00";16/04/2002 00:00:00
102;233;23/04/2002 00:00:00;550;355;1,365;750,75;"550,00";"82,00";"468,00";16/04/2002 00:00:00
102;234;23/04/2002 00:00:00;550;940;62,99;34644,225;"550,00";"0,00";"550,00";16/04/2002 00:00:00
103;235;23/04/2002 00:00:00;550;679;6,195;3407,25;"550,00";"0,00";"550,00";16/04/2002 00:00:00
104;236;23/04/2002 00:00:00;550;507;22,166;12191,025;"550,00";"550,00";"0,00";16/04/2002 00:00:00
104;237;23/04/2002 00:00:00;550;508;29,285;16106,475;"550,00";"550,00";"0,00";16/04/2002 00:00:00
105;238;23/04/2002 00:00:00;3;491;19,982;59,945;"3,00";"0,00";"3,00";16/04/2002 00:00:00
106;239;23/04/2002 00:00:00;3;347;36,971;110,912;"3,00";"0,00";"3,00";16/04/2002 00:00:00
106;240;23/04/2002 00:00:00;3;348;34,871;104,612;"3,00";"0,00";"3,00";16/04/2002 00:00:00
