"ContactID";"CreditCardID";"ModifiedDate"
416;59;01/08/2003 00:00:00
418;16665;01/08/2001 00:00:00
419;10520;01/10/2002 00:00:00
420;7831;01/08/2003 00:00:00
421;10899;01/09/2002 00:00:00
422;11840;01/08/2001 00:00:00
423;8991;01/08/2001 00:00:00
424;11679;01/07/2002 00:00:00
425;4218;01/08/2003 00:00:00
426;19174;01/08/2002 00:00:00
427;14219;01/06/2004 00:00:00
428;17174;01/07/2003 00:00:00
429;8882;01/09/2001 00:00:00
430;5102;01/09/2002 00:00:00
431;18419;01/07/2003 00:00:00
432;11744;01/07/2002 00:00:00
433;15771;01/08/2002 00:00:00
434;5434;01/09/2003 00:00:00
435;10909;01/09/2003 00:00:00
436;11984;01/07/2002 00:00:00
437;8663;01/08/2001 00:00:00
438;9212;01/09/2003 00:00:00
439;12808;01/09/2002 00:00:00
440;18707;01/09/2001 00:00:00
441;2668;01/03/2003 00:00:00
442;2470;01/08/2001 00:00:00
443;9540;01/10/2001 00:00:00
444;3586;01/09/2003 00:00:00
446;2364;01/08/2001 00:00:00
447;5093;01/07/2001 00:00:00
448;13693;01/07/2001 00:00:00
449;5215;01/09/2002 00:00:00
451;11072;01/08/2001 00:00:00
453;5424;01/07/2003 00:00:00
454;9949;01/07/2003 00:00:00
455;3815;01/08/2002 00:00:00
456;10191;01/08/2002 00:00:00
457;11215;01/09/2001 00:00:00
458;806;01/07/2001 00:00:00
460;12107;01/08/2003 00:00:00
461;18428;01/12/2002 00:00:00
462;9973;01/08/2001 00:00:00
463;1553;01/09/2002 00:00:00
464;16978;01/09/2002 00:00:00
465;15927;01/08/2002 00:00:00
467;18480;01/08/2001 00:00:00
469;7475;01/08/2001 00:00:00
470;8;01/08/2003 00:00:00
471;1318;01/08/2003 00:00:00
472;13779;01/07/2002 00:00:00
473;14606;01/08/2002 00:00:00
474;4552;01/08/2003 00:00:00
475;267;01/07/2001 00:00:00
476;5754;01/08/2002 00:00:00
477;16253;01/09/2001 00:00:00
478;16654;01/12/2001 00:00:00
479;686;01/09/2003 00:00:00
480;55;01/09/2003 00:00:00
481;15105;01/08/2003 00:00:00
482;13064;01/08/2002 00:00:00
483;19043;01/07/2002 00:00:00
484;5220;01/09/2001 00:00:00
485;8091;01/09/2003 00:00:00
486;12228;01/08/2003 00:00:00
488;2504;01/08/2002 00:00:00
490;5343;01/08/2001 00:00:00
491;4272;01/08/2003 00:00:00
492;13784;01/09/2002 00:00:00
493;6280;01/08/2003 00:00:00
494;10623;01/09/2002 00:00:00
495;15648;01/11/2001 00:00:00
496;8219;01/09/2003 00:00:00
497;7764;01/09/2003 00:00:00
498;9054;01/09/2003 00:00:00
499;18047;01/12/2002 00:00:00
500;5570;01/08/2002 00:00:00
501;1298;01/08/2003 00:00:00
502;5661;01/07/2002 00:00:00
503;12933;01/09/2001 00:00:00
504;3015;01/09/2003 00:00:00
505;15144;01/08/2003 00:00:00
506;14487;01/07/2003 00:00:00
507;13035;01/08/2003 00:00:00
508;17455;01/09/2003 00:00:00
509;8033;01/09/2001 00:00:00
510;6777;01/08/2001 00:00:00
511;14454;01/08/2001 00:00:00
513;7380;01/08/2002 00:00:00
514;953;01/09/2003 00:00:00
515;6981;01/08/2002 00:00:00
516;5110;01/09/2001 00:00:00
517;11814;01/09/2002 00:00:00
518;2436;01/08/2002 00:00:00
519;18364;01/08/2002 00:00:00
520;15483;01/09/2002 00:00:00
521;13712;01/08/2001 00:00:00
522;5668;01/09/2002 00:00:00
523;371;01/09/2002 00:00:00
524;10163;01/07/2001 00:00:00
525;4851;01/09/2002 00:00:00
526;7182;01/09/2003 00:00:00
527;3274;01/08/2001 00:00:00
528;17036;01/09/2002 00:00:00
530;8103;01/08/2001 00:00:00
531;15735;01/09/2003 00:00:00
532;9277;01/09/2003 00:00:00
533;3788;01/09/2001 00:00:00
534;19011;01/09/2001 00:00:00
536;13420;01/08/2001 00:00:00
537;7454;01/09/2001 00:00:00
538;14535;01/07/2003 00:00:00
539;15138;01/09/2002 00:00:00
540;15018;01/09/2003 00:00:00
541;15875;01/10/2001 00:00:00
542;10370;01/07/2001 00:00:00
543;14542;01/09/2002 00:00:00
544;1866;01/09/2002 00:00:00
545;1260;01/08/2003 00:00:00
546;13088;01/02/2004 00:00:00
547;8719;01/08/2003 00:00:00
548;16132;01/09/2002 00:00:00
549;15784;01/07/2002 00:00:00
551;16704;01/12/2001 00:00:00
552;15555;01/08/2002 00:00:00
553;8235;01/08/2003 00:00:00
554;3157;01/08/2002 00:00:00
555;12198;01/08/2002 00:00:00
557;7898;01/07/2003 00:00:00
558;9855;01/08/2001 00:00:00
559;5033;01/11/2002 00:00:00
560;2687;01/08/2002 00:00:00
561;10453;01/11/2002 00:00:00
562;7176;01/07/2001 00:00:00
563;16439;01/08/2002 00:00:00
564;10456;01/07/2001 00:00:00
565;4871;01/08/2003 00:00:00
566;10395;01/08/2002 00:00:00
567;15977;01/08/2002 00:00:00
568;14895;01/09/2002 00:00:00
569;3600;01/07/2002 00:00:00
570;6156;01/07/2002 00:00:00
571;18946;01/10/2003 00:00:00
572;106;01/08/2003 00:00:00
573;15448;01/09/2001 00:00:00
574;4842;01/08/2001 00:00:00
575;17341;01/08/2003 00:00:00
576;10139;01/09/2003 00:00:00
577;14153;01/09/2002 00:00:00
579;18744;01/06/2003 00:00:00
580;5690;01/08/2002 00:00:00
582;18831;01/11/2001 00:00:00
583;4459;01/11/2001 00:00:00
584;11652;01/11/2001 00:00:00
585;7347;01/12/2001 00:00:00
586;17185;01/08/2003 00:00:00
587;1642;01/08/2003 00:00:00
588;7029;01/11/2002 00:00:00
589;3904;01/08/2002 00:00:00
590;17239;01/07/2002 00:00:00
591;12550;01/09/2002 00:00:00
592;6536;01/09/2003 00:00:00
593;14152;01/08/2003 00:00:00
594;18386;01/11/2001 00:00:00
595;3453;01/08/2002 00:00:00
596;7672;01/08/2003 00:00:00
597;6295;01/09/2003 00:00:00
598;2082;01/08/2002 00:00:00
600;17982;01/09/2003 00:00:00
705;16578;01/09/2003 00:00:00
706;15455;05/06/2004 00:00:00
707;3243;07/04/2002 00:00:00
708;1133;27/10/2001 00:00:00
709;1188;18/04/2002 00:00:00
710;2853;14/02/2002 00:00:00
711;7649;29/10/2003 00:00:00
712;6018;16/07/2004 00:00:00
713;11094;12/08/2003 00:00:00
714;4739;02/02/2004 00:00:00
715;1994;18/05/2004 00:00:00
716;1643;12/08/2002 00:00:00
717;1934;12/03/2004 00:00:00
718;7916;03/09/2002 00:00:00
719;18844;30/12/2003 00:00:00
720;10306;19/07/2004 00:00:00
721;1433;08/01/2004 00:00:00
722;1016;01/06/2004 00:00:00
723;11004;02/04/2004 00:00:00
724;9627;23/04/2004 00:00:00
725;9055;16/04/2002 00:00:00
726;2236;10/08/2002 00:00:00
727;13828;12/10/2003 00:00:00
728;18395;10/05/2003 00:00:00
729;17144;09/01/2004 00:00:00
730;9954;03/10/2002 00:00:00
731;4694;27/01/2004 00:00:00
732;6476;07/02/2004 00:00:00
733;15706;25/12/2003 00:00:00
734;17100;24/01/2004 00:00:00
735;18632;17/02/2003 00:00:00
736;17334;31/03/2002 00:00:00
737;17851;01/07/2004 00:00:00
738;10732;21/01/2002 00:00:00
739;2352;02/10/2003 00:00:00
740;12836;21/03/2004 00:00:00
741;4285;17/07/2002 00:00:00
742;3767;04/06/2003 00:00:00
743;847;02/10/2003 00:00:00
744;3571;08/10/2003 00:00:00
745;92;14/03/2004 00:00:00
746;18914;09/01/2003 00:00:00
747;15389;03/03/2004 00:00:00
748;5233;20/03/2004 00:00:00
749;1405;22/08/2003 00:00:00
750;15322;28/04/2004 00:00:00
751;3396;30/09/2001 00:00:00
752;749;28/04/2003 00:00:00
753;11533;15/01/2004 00:00:00
754;5229;20/06/2004 00:00:00
755;8309;11/08/2003 00:00:00
756;2583;07/06/2003 00:00:00
757;3819;20/04/2004 00:00:00
758;8584;26/03/2004 00:00:00
759;7245;20/04/2004 00:00:00
760;17325;04/10/2003 00:00:00
761;9850;28/06/2002 00:00:00
762;18892;26/08/2002 00:00:00
763;15055;08/01/2003 00:00:00
764;14908;28/12/2003 00:00:00
765;9669;16/12/2003 00:00:00
766;13682;06/08/2003 00:00:00
767;16311;29/02/2004 00:00:00
768;3868;21/01/2004 00:00:00
769;7563;28/02/2004 00:00:00
770;18984;15/06/2004 00:00:00
771;2457;01/12/2003 00:00:00
772;2911;26/05/2004 00:00:00
773;9143;02/06/2004 00:00:00
774;8711;04/09/2002 00:00:00
775;16746;17/10/2001 00:00:00
776;10049;24/11/2001 00:00:00
777;9675;14/06/2004 00:00:00
778;483;03/12/2003 00:00:00
779;6545;29/12/2003 00:00:00
780;17398;27/11/2002 00:00:00
781;7173;16/05/2004 00:00:00
782;5363;04/06/2003 00:00:00
783;1488;14/08/2003 00:00:00
784;14282;23/10/2003 00:00:00
785;8017;06/02/2004 00:00:00
786;17136;21/06/2003 00:00:00
787;9580;23/06/2004 00:00:00
788;4183;13/04/2003 00:00:00
789;13094;14/07/2004 00:00:00
790;15584;24/03/2002 00:00:00
801;18037;01/08/2002 00:00:00
802;5089;01/09/2002 00:00:00
804;17263;01/08/2002 00:00:00
805;15453;01/09/2003 00:00:00
806;11599;01/02/2003 00:00:00
807;10713;01/09/2003 00:00:00
808;895;01/09/2003 00:00:00
809;2058;01/08/2003 00:00:00
810;5065;01/08/2003 00:00:00
811;6546;01/09/2002 00:00:00
812;13951;01/09/2003 00:00:00
814;18656;01/07/2002 00:00:00
815;2666;01/02/2003 00:00:00
816;8784;01/07/2002 00:00:00
817;10628;01/08/2001 00:00:00
818;13971;01/09/2002 00:00:00
819;18354;01/08/2002 00:00:00
820;2658;01/08/2002 00:00:00
821;9506;01/09/2002 00:00:00
822;4626;01/11/2002 00:00:00
823;14928;01/07/2002 00:00:00
824;4304;01/09/2002 00:00:00
825;1651;01/09/2002 00:00:00
826;18825;01/07/2003 00:00:00
828;13349;01/07/2001 00:00:00
829;1446;01/09/2003 00:00:00
831;14226;01/08/2003 00:00:00
832;14975;01/08/2002 00:00:00
833;1896;01/08/2001 00:00:00
834;1324;01/07/2002 00:00:00
835;3088;01/11/2001 00:00:00
836;14595;01/08/2003 00:00:00
837;15155;01/08/2002 00:00:00
838;2318;01/08/2003 00:00:00
839;9141;01/08/2003 00:00:00
840;1444;01/08/2003 00:00:00
841;11685;01/06/2002 00:00:00
842;1862;01/07/2002 00:00:00
843;2880;01/09/2003 00:00:00
844;3980;01/07/2001 00:00:00
845;7079;01/09/2001 00:00:00
846;5666;01/09/2003 00:00:00
847;15177;01/07/2003 00:00:00
848;17491;01/09/2003 00:00:00
849;10343;01/09/2003 00:00:00
850;5804;01/08/2003 00:00:00
851;18260;01/08/2001 00:00:00
852;2571;01/07/2002 00:00:00
853;4941;01/08/2001 00:00:00
854;9959;01/08/2002 00:00:00
855;1772;01/08/2003 00:00:00
856;206;01/12/2003 00:00:00
858;8263;01/09/2003 00:00:00
859;10928;01/12/2003 00:00:00
860;10305;01/09/2003 00:00:00
861;3653;01/09/2002 00:00:00
862;2519;01/07/2001 00:00:00
865;12671;01/08/2002 00:00:00
866;10156;01/08/2003 00:00:00
867;11119;01/09/2003 00:00:00
868;17915;01/09/2001 00:00:00
869;4385;01/09/2003 00:00:00
870;7126;01/09/2001 00:00:00
871;6005;01/08/2001 00:00:00
872;5467;01/09/2003 00:00:00
873;11050;01/08/2003 00:00:00
875;3059;01/08/2002 00:00:00
876;13104;01/08/2001 00:00:00
877;10;01/10/2001 00:00:00
878;11179;01/09/2003 00:00:00
879;4260;01/07/2002 00:00:00
880;12779;01/06/2003 00:00:00
881;3368;01/08/2001 00:00:00
882;4855;01/08/2003 00:00:00
883;4834;01/12/2002 00:00:00
884;336;01/08/2002 00:00:00
885;10422;01/07/2002 00:00:00
886;14468;01/09/2002 00:00:00
887;7160;01/09/2001 00:00:00
888;6386;01/08/2001 00:00:00
889;8292;01/08/2002 00:00:00
891;17645;01/07/2002 00:00:00
892;14133;01/09/2002 00:00:00
893;569;01/08/2001 00:00:00
894;9635;01/08/2002 00:00:00
895;11645;01/09/2002 00:00:00
896;12746;01/07/2002 00:00:00
897;18911;01/08/2002 00:00:00
898;11416;01/07/2003 00:00:00
899;4623;01/08/2001 00:00:00
900;16569;01/09/2002 00:00:00
1580;6791;29/07/2004 00:00:00
1581;13962;21/05/2004 00:00:00
1582;5196;14/03/2004 00:00:00
1583;1657;06/02/2004 00:00:00
1584;2391;22/02/2003 00:00:00
1585;10676;18/03/2004 00:00:00
1586;6465;14/06/2004 00:00:00
1587;759;13/11/2001 00:00:00
1588;14128;21/02/2003 00:00:00
1589;18606;06/10/2003 00:00:00
1590;12157;19/12/2002 00:00:00
1591;17735;22/05/2002 00:00:00
1592;3924;03/05/2003 00:00:00
1593;11415;16/01/2002 00:00:00
1594;175;21/08/2002 00:00:00
1595;9529;14/06/2003 00:00:00
1596;3824;21/09/2003 00:00:00
1597;12128;07/11/2003 00:00:00
1598;12978;18/08/2002 00:00:00
1599;5857;28/12/2001 00:00:00
1600;18171;06/01/2004 00:00:00
1601;3316;15/06/2004 00:00:00
1602;17464;27/04/2002 00:00:00
1603;17903;20/06/2003 00:00:00
1604;528;13/08/2002 00:00:00
1605;730;06/07/2004 00:00:00
1606;9249;14/12/2003 00:00:00
1607;7601;22/06/2004 00:00:00
1608;2902;20/10/2003 00:00:00
1609;16032;21/08/2001 00:00:00
1610;11144;28/01/2002 00:00:00
1611;2529;05/07/2004 00:00:00
1612;8590;01/09/2003 00:00:00
1613;11164;19/03/2004 00:00:00
1614;11294;22/02/2004 00:00:00
1615;4817;29/10/2003 00:00:00
1616;9099;28/04/2004 00:00:00
1617;2828;02/04/2004 00:00:00
1618;16443;29/07/2004 00:00:00
1619;12335;20/12/2003 00:00:00
1620;15288;17/02/2003 00:00:00
1621;4118;03/11/2003 00:00:00
1622;10059;13/04/2003 00:00:00
1623;14610;20/10/2003 00:00:00
1624;15777;05/05/2004 00:00:00
1625;14881;20/11/2003 00:00:00
1626;8374;17/05/2003 00:00:00
1627;9965;20/01/2004 00:00:00
1628;11987;17/06/2004 00:00:00
1629;11872;09/02/2002 00:00:00
1630;5865;12/04/2004 00:00:00
1631;5119;12/04/2004 00:00:00
1632;12975;29/08/2003 00:00:00
1633;4082;16/05/2004 00:00:00
