"CustomerID";"ContactID";"ContactTypeID";"rowguid";"ModifiedDate"
50;353;15;0x52E4C64698517E459B8C5897F48ED1A0;01/10/2003 00:00:00
50;907;11;0x67D63558866A0A43B458011A7CB56052;01/10/2003 00:00:00
51;532;14;0xE7AAA0221FA9E04896BCDB7AD047BDFB;01/09/2003 00:00:00
51;932;11;0x3DA2225FC1D8894889397083102B293F;01/09/2003 00:00:00
52;497;11;0xF93FA072C6AD334F92A4FD8D01F52186;01/09/2003 00:00:00
53;352;15;0x8DF2223929EC7445B4C17C320A5EB237;01/09/2003 00:00:00
53;908;11;0x5C65AB0B4F05674890805FD5054B9481;01/09/2003 00:00:00
54;533;14;0x059E39643D210648AB0B50CD7EC86C4F;01/09/2001 00:00:00
54;933;15;0x818C19DC01676741B20A9C9CAD53BEB2;01/09/2001 00:00:00
55;496;11;0xA782B58D90C61340814DCF1B04E1CFCD;01/09/2003 00:00:00
56;351;15;0x1E4E48BC62C9B84BBD1DDC311CB05F6E;01/08/2002 00:00:00
56;909;14;0xFF7C1A8225BD1E44A6FA21B841E82C51;01/08/2002 00:00:00
57;534;14;0xA7FD0AD8C8497E45AAEA5817FFA22502;01/09/2001 00:00:00
57;934;15;0x72A48B50930B1D4E954D56D27E9D3736;01/09/2001 00:00:00
58;495;11;0x9032D0186884B3429F85226AD32E33EA;01/11/2001 00:00:00
59;350;15;0x1654FDC229304D4DB6DE8F8204F00EB9;01/09/2003 00:00:00
59;910;11;0x36F7B4E04805B1469B0651D7113F040F;01/09/2003 00:00:00
60;535;14;0x71427465B7F03E4A8FBA511D254CC618;01/09/2003 00:00:00
60;935;11;0xA4954F5E6D0FA3479CD053FE95CA84C3;01/09/2003 00:00:00
61;494;11;0x4CC4EE766DD1FA47A17DB01ABFB76717;01/09/2002 00:00:00
62;349;15;0x6E4531ED954B314BB1F8ED538F67ABAC;01/08/2002 00:00:00
62;911;11;0x43C1A1BA6AB68541B17A3990D39F13EB;01/08/2002 00:00:00
63;536;14;0x479FDAD051388443A0AC0A1FB506B207;01/08/2001 00:00:00
63;936;15;0x3A22EE95B225B24EAC30D0C8AB477593;01/08/2001 00:00:00
64;493;11;0xC43FA7915D048847863CEBCD8A0D3ADA;01/08/2003 00:00:00
65;348;15;0xC000381A477C564A96C223B3D0469715;01/08/2002 00:00:00
65;912;14;0xC1B2B911EFA546418D73FAD3A8745E1C;01/08/2002 00:00:00
66;246;14;0x41AE71151FBF8E4F84C9B29A601FD41B;01/08/2002 00:00:00
66;937;15;0xF0C7D413AB136B49BB3B6B525F9BD65D;01/08/2002 00:00:00
67;492;11;0xD7D471FF9766EB40B2004284B4490A6A;01/09/2002 00:00:00
68;121;15;0x87A7E59FCE245B4E9F4E201477616DC5;01/08/2003 00:00:00
68;913;11;0xCFAA641CF5B0824B8FF772C4EC0C9102;01/08/2003 00:00:00
69;247;14;0x6C62B9E9B2820D4E93C304A6A3CB9C36;01/09/2003 00:00:00
69;938;11;0xDA2A6D928C2DE6488253448AAEFF804D;01/09/2003 00:00:00
70;491;11;0x5D333568F4E73E4FB37E95319EDADC91;01/08/2003 00:00:00
71;120;15;0xFF4898A0B4D68146B812DD0C956A43AE;01/08/2003 00:00:00
71;914;11;0xEB5F8FB47F97F740BA284EF16245C681;01/08/2003 00:00:00
72;248;14;0xEA9232ACE0F8E743B4E88D4E32DAC5D4;01/09/2002 00:00:00
72;939;11;0x8BBBBF5052756348BC3A6A8FFE8BD42F;01/09/2002 00:00:00
73;490;11;0xE89B9B03D3A1AA478753D74A874F1B92;01/08/2001 00:00:00
74;119;15;0xA7F13049F5B64E40879390FEBA0CE307;01/11/2001 00:00:00
74;915;14;0x867B179EA7EA4748BB3B249402F617E6;01/11/2001 00:00:00
75;249;14;0x3324D6ADE2242E4787E593BF4246D853;01/09/2001 00:00:00
75;940;15;0x9AB7305DF6383D45BD537B3B3782BAC5;01/09/2001 00:00:00
76;489;11;0x5FF4445AC06828448E5728E5510253F0;01/09/2001 00:00:00
77;133;15;0xB464EFDB1B077B4DA9BCD60B26F2DCDF;01/08/2002 00:00:00
77;942;14;0x260D74850974814AA31068908CC17D47;01/08/2002 00:00:00
78;250;14;0x4C43CB7CFDB2EC41AA8B7FFDF18D5364;01/08/2001 00:00:00
78;941;11;0x9BC2283046F6384BA93ADCE9CAA3D22F;01/08/2001 00:00:00
79;488;11;0xAA54094D0B3D4045B555D3CB5FA79472;01/08/2002 00:00:00
80;132;15;0x9330070A682BC441A61173C53589D2D1;01/08/2003 00:00:00
81;251;14;0x16795F6243D3FA4FAEE048DFEF954304;01/07/2002 00:00:00
82;487;11;0x7829D09F23BC94419D726191EA246049;01/07/2002 00:00:00
83;131;15;0xCA3ED268678F1541B3D2DEDA34747D8D;01/07/2001 00:00:00
84;252;14;0x9F3391F79CD3E94E863C508523790056;01/08/2001 00:00:00
85;486;11;0x1A4E6D1B3484554AB035C6C264B20163;01/08/2003 00:00:00
86;173;15;0xD7A7BA0DF9A8B44B8E332385C59BCCCD;01/07/2003 00:00:00
87;253;14;0xBB90F4FC086E3B458A56DB8A64E44643;01/08/2003 00:00:00
88;485;11;0x20B873B8E8C0C049BA1AAFC47EF609CA;01/09/2003 00:00:00
89;172;15;0x078E9C1EA1420541BC7E54D7FD9DC422;01/08/2002 00:00:00
90;254;14;0xE4F4D8119D6E264281B07C24029457FF;01/09/2002 00:00:00
91;484;11;0x016FB46B86A39A429892D19CE5C7D099;01/09/2001 00:00:00
92;171;15;0x0E0408308059144688226552F4A0D1E4;01/09/2001 00:00:00
93;255;14;0x7977D0865ACA2B46965019422E13DA17;01/09/2001 00:00:00
94;483;11;0xC0B8FA5DC52A874696538C5B16C743A0;01/07/2002 00:00:00
95;170;15;0xE111154B5E3AB34188789BBC5C0C0D7C;01/07/2003 00:00:00
96;509;14;0x940FDAF3CA72B04F9AB208AE30ECB69A;01/09/2001 00:00:00
97;482;11;0xD9C5632A79AF5349A9BA87A93B305A05;01/08/2002 00:00:00
98;222;15;0xE5C11F2FEC7A954198F1FD6ACF5E630A;01/09/2002 00:00:00
99;510;14;0x0049F5A8B6CA2A46B37BC0AF71D8ED69;01/08/2001 00:00:00
100;481;11;0x7235614DB205024C90FE0A23189EA23A;01/08/2003 00:00:00
101;221;15;0xD61D603C85C4FC438D4425D90F3E8905;01/08/2002 00:00:00
102;511;14;0x956D5962569F254391E1EA65F84FA18E;01/08/2001 00:00:00
103;850;11;0xA679EBC1C0093848A2B98AA3BBA8A114;01/08/2003 00:00:00
104;220;15;0xF166CEFA78A5774FB979EFE8F9486BF7;01/09/2003 00:00:00
105;512;14;0xB41BA8578F60C644BFCBDEDC48DEA390;01/09/2003 00:00:00
106;849;11;0x4DAA08605A271042A843D57FEF95472B;01/09/2003 00:00:00
107;219;15;0x26C1A84D02E72447B20A58373A1D3724;01/08/2001 00:00:00
108;513;14;0x5485DAA06B3AD24E9AFC5CEEC7D8519B;01/08/2002 00:00:00
109;848;11;0x1BEB0B7DB35F644AB927051E54A78823;01/09/2003 00:00:00
110;847;11;0xC06A8AB96FF4D741BC0DAF4DFA45C445;01/07/2003 00:00:00
111;218;15;0x536531EF56EBF14F897E383B5F8A67E1;01/12/2001 00:00:00
112;514;14;0x7264C1CD988AFD4F80A384B58DE7A0AF;01/09/2003 00:00:00
113;846;11;0x4348EDCECD33F6448B8A74D5B84FACC3;01/09/2003 00:00:00
114;217;15;0x5D0B50F47E9ECE449ECC02C5A15A5475;01/09/2001 00:00:00
115;515;14;0xDF760B147F45B54595DBCBBE103BB0B2;01/08/2002 00:00:00
116;845;11;0xBBE505EBAF4702408BDEA28761255C18;01/09/2001 00:00:00
117;216;15;0x0D9C30207305D7438FE4B7FF1175E377;01/07/2001 00:00:00
118;516;14;0x523C2C9E1ABB81488968B1AA36FBF612;01/09/2001 00:00:00
119;844;11;0x0248297EA07AC247A095515DFBEBCF83;01/07/2001 00:00:00
120;215;15;0xDDF7BDF3A0216F4E80711095548573EB;01/07/2003 00:00:00
121;517;14;0x1FC3819F84E04F45836CA428393E1325;01/09/2002 00:00:00
122;843;11;0xBEE82709785F0442B910AE0626174F89;01/09/2003 00:00:00
123;214;15;0x81B9156A58CFD54A86601455FFBFB962;01/07/2003 00:00:00
124;518;14;0xC2548CA5522808469017A2B934D7F925;01/08/2002 00:00:00
125;842;11;0xD74235BE63B64F4A9F89E27550ED22EC;01/07/2002 00:00:00
126;213;15;0x4E51CE8A331CC04F9B434A58B5983FDD;01/12/2001 00:00:00
127;519;14;0x1159B86BA10EAB4EB1B727185A65CB29;01/08/2002 00:00:00
128;841;11;0x79FE90302582D94E91790B3E89AA2CD8;01/06/2002 00:00:00
129;212;15;0x40EA744E22DE7E40BA118EC7F9F902F0;01/11/2001 00:00:00
130;520;14;0x44DF59E1D98B5F40BAB96E87CBB66A2D;01/09/2002 00:00:00
131;840;11;0x596B69C8752D224AB9DAC9A04A7C8992;01/08/2003 00:00:00
132;211;15;0xFA4B559230A02C4D915BF600FD95DCA6;01/08/2003 00:00:00
133;344;14;0x47B8E3113F39424888406ACB5034B64D;01/09/2002 00:00:00
134;839;11;0xBC71B7B1C9C522409AD6FFB94BBE00F0;01/08/2003 00:00:00
135;210;15;0x32C2DC953E49DE46B82EBC9FF2003FDC;01/08/2002 00:00:00
136;345;14;0xD60F7EB30BCB5A47A167A10A69BFBC0B;01/08/2001 00:00:00
137;64;11;0xE8356224A96F134095FFA1B38E2C3E93;01/11/2001 00:00:00
138;209;15;0xEF9B9E82CF417F428F58631A412D0547;01/08/2003 00:00:00
139;346;14;0x71A26CB93F697C4DACA78737FD4555B1;01/07/2002 00:00:00
140;63;11;0x3790514C5B3BF248A4E68BD6CB5E8308;01/07/2002 00:00:00
141;208;15;0x098D27CE215DCE4FB086D52EB91F74F1;01/08/2003 00:00:00
142;347;14;0xE3C07EB61B05504A886095AC1B29E3F7;01/09/2003 00:00:00
143;115;11;0x381FA6BA8B617A4081D66CB5304D8BAF;01/09/2001 00:00:00
144;207;15;0x7F9A3A6824219D4F9D07CD50F118F829;01/08/2001 00:00:00
145;116;14;0x43E85501A87DB2429B06C27BF64E8BD9;01/08/2001 00:00:00
146;114;11;0x7B57E5BD145EB8468E82E81CDDBC4C68;01/07/2001 00:00:00
147;206;15;0x7F85CD808F72C84AACB32BFF46D7DCCC;01/09/2002 00:00:00
148;117;14;0x5FB1B013CE21E345BF4CB8B713D91043;01/11/2001 00:00:00
149;113;11;0xB0F0CEC70CC22040A9155902FA144278;01/09/2002 00:00:00
150;205;15;0x013CCC15A7198B4EBEDD64E26E47ADAA;01/08/2002 00:00:00
151;118;14;0x52B436D3485E6543A2444873E3830244;01/09/2002 00:00:00
152;180;11;0x6B49E2CF0F65F545B5BD823FF67CC1F3;01/08/2002 00:00:00
153;112;15;0xADECA36FDF7D9D488C163379DE811AA0;01/10/2003 00:00:00
154;168;14;0x85EF60460BC370449AD5303288F4CEA7;01/09/2003 00:00:00
155;179;11;0x9CE6B8462592BE4EA333A74CFF10F92E;01/09/2001 00:00:00
156;111;15;0x924D5593239F9F4981CFFE8D7445C5CE;01/09/2001 00:00:00
157;169;14;0xBA1E6F8EB7F40149B2D3FF636B80A326;01/08/2002 00:00:00
158;178;11;0x269B449F13286343A6F472D35C81BEF0;01/08/2002 00:00:00
159;83;15;0x47FAC4D830887443B0F98754B0FAE960;01/08/2003 00:00:00
160;184;14;0x6DBFCEC58C4C38448DAAFA4337C012FA;01/09/2002 00:00:00
161;265;11;0x05EB77FE5805DE4DAA9D5ADC983217D7;01/07/2001 00:00:00
162;82;15;0xF30D4A28F6462A4DB329CAC3E1CB18E4;01/11/2001 00:00:00
163;185;14;0x3E92ED3C1813DD43A29C93075308E097;01/09/2003 00:00:00
164;264;11;0x6E69A209D7851E42820C58DDE4711372;01/08/2001 00:00:00
165;108;15;0x4CE4EFD5AFDBEB40856210AEE90D1AC4;01/09/2002 00:00:00
166;186;14;0x1A426143D7E6B742855DE9C5A45501F0;01/07/2001 00:00:00
167;263;11;0xBCF9FCAA141E8C4A8F98A21516C4418D;01/08/2001 00:00:00
168;107;15;0x64CEA80D02E23F4791E957A836C6891D;01/09/2002 00:00:00
169;257;14;0x457F5B217AC0B544B808A2D2F8C3598C;01/09/2001 00:00:00
170;262;11;0xBF5F349BB153AC4E892F817E0745D079;01/09/2001 00:00:00
171;106;15;0x42EAB1F612B3E048B291F2C17897DE00;01/09/2003 00:00:00
172;258;14;0xBC26DA3A1FB4C64FA94BC294B55D42AC;01/09/2001 00:00:00
173;261;11;0x8B0D2A88E4315142A28C49BB5311A7E1;01/09/2001 00:00:00
174;105;15;0xF62F47CDFD80744C9133E7B08A6A9C42;01/09/2001 00:00:00
175;259;14;0x5B995DD55F93CC438509FD31D1F2B5F9;01/08/2002 00:00:00
176;78;11;0x279FE81ECBA90B47AE44C8EF791DF7F1;01/09/2003 00:00:00
177;199;15;0xBC02656C44A3154888752AB0F545313D;01/07/2003 00:00:00
178;260;14;0xC790DA4FCF31614395E9865C1C55C5E4;01/08/2003 00:00:00
179;77;11;0x2578BD3801CD4F4DAAEFA422160121C3;01/09/2003 00:00:00
180;198;15;0xAA9FE3E5945EFC41B72925E113AC961C;01/09/2001 00:00:00
181;501;14;0xE16AAB25CC158E4DAF2C9AF086F82BC1;01/08/2003 00:00:00
182;76;11;0x4996F0ED012410419978F0426D32D6D8;01/09/2003 00:00:00
183;197;15;0xD537D2A1F9C9064785996DF80F4EF6E0;01/07/2002 00:00:00
184;502;14;0x6D8A0D6981E610489C7006EEC869553A;01/07/2002 00:00:00
185;453;11;0x03011EC8DD01F440B294ABD2702DD704;01/07/2003 00:00:00
186;196;15;0x6CFEBD45B8ACF241A8552B8B3E3635F9;01/09/2003 00:00:00
187;503;14;0x0675083C47061242AA017FD529A5802D;01/09/2001 00:00:00
188;452;11;0x2EC7362F49985C48A38A9E5B43337A60;01/09/2001 00:00:00
189;195;15;0xFE022C94C4F96D4099CC41B5E084741A;01/09/2001 00:00:00
190;504;14;0x9ACE49B32282F04E8E5B93117E2E1153;01/09/2003 00:00:00
191;451;11;0xCC23DC919062444BBA179B654F8F1FAD;01/08/2001 00:00:00
192;194;15;0x1F0FE80389EBA748BA2149D8B6F0BE23;01/08/2001 00:00:00
193;505;14;0xCEE0B0D5D2BEC14C9F1DAAEBAE2BF7A4;01/08/2003 00:00:00
194;450;11;0x797141850B09E84EABE0B86F69613450;01/08/2003 00:00:00
195;193;15;0x399B5C0B60AB5242BFEA4A9C69BF44A2;01/09/2003 00:00:00
196;506;14;0x355289361BAE2141BEBA081EC086EE7A;01/07/2003 00:00:00
197;449;11;0x633A0EC9F5A27B49BF3084F40359E5EC;01/09/2002 00:00:00
198;81;15;0x6450C82225DB56489446DEF85BDF71D7;01/11/2001 00:00:00
199;507;14;0x9408D2D8E3E6204B96CA6B6962ACA8F2;01/08/2003 00:00:00
200;448;11;0x71985BCD839BFF4BB952EE7DCE114DF1;01/07/2001 00:00:00
201;80;15;0xA8E9D34AC3C75844AE1E95355FF40C26;01/09/2003 00:00:00
202;508;14;0xA1F9E7D84E28FE40B9B8012BE73E059E;01/09/2003 00:00:00
203;447;11;0xD2DB64D70B939F4CAF91F07A3591DB76;01/07/2001 00:00:00
204;79;15;0xB21673A81E9D3F46A8DBCC6D964D5CDA;01/07/2001 00:00:00
205;557;14;0x72B4B3539431B74D90FD6B2E0961818A;01/07/2003 00:00:00
206;446;11;0x131C5096FD42644B9F2C4A3860BF237C;01/08/2001 00:00:00
207;62;15;0xADDC963A4D133D4A8D7BDA6161AFB3D4;01/08/2002 00:00:00
208;558;14;0x72C1AD4049F03E43A2EBB6C0D31AC48F;01/08/2001 00:00:00
209;445;11;0xFAEB43AB396CA949BF9C619758E4C42B;01/08/2001 00:00:00
210;61;15;0xAD6BB5976A3E1148AC2261794C442216;01/08/2001 00:00:00
211;559;14;0xCB0940A7619635409677920B2F32E7CB;01/11/2002 00:00:00
212;444;11;0x3480EF4BC5A60E47813BE9A818E44CFD;01/09/2003 00:00:00
213;60;15;0x17354E4A8CF77E47BF5A71F99D51293B;01/08/2003 00:00:00
214;560;14;0x69422DE15B7CD94BACC0C02EE3E7C33D;01/08/2002 00:00:00
215;443;11;0xCBF34BF21AB22B4A9D0F082DF203C0EB;01/10/2001 00:00:00
216;127;15;0x50A565951EDA554F8477A30B69A0512C;01/09/2001 00:00:00
217;561;14;0xE747D736E9ACB24ABD7449106F2C9A45;01/11/2002 00:00:00
218;442;11;0xFF2393EE94C42C45A674553334E517CD;01/08/2001 00:00:00
219;441;11;0xF82BFB8BBF33424DA0116B394362622E;01/03/2003 00:00:00
220;126;15;0xDA954D0B7F137D4E85422DF6FB322477;01/07/2003 00:00:00
221;562;14;0x630497EE4A2F6F4396402503BE8CF13B;01/07/2001 00:00:00
222;440;11;0xFEA0DA75BCC33F40A6F352B394A56BE2;01/09/2001 00:00:00
223;434;15;0x9A758DF9C50A754FBF7C7F953EE3E2A0;01/09/2003 00:00:00
224;563;14;0x3C45C83604FBBA40B9AC4240D984D8D1;01/08/2002 00:00:00
225;439;11;0xC79490A30E7CEB4880A4D2A08F70E05F;01/09/2002 00:00:00
226;433;15;0xA65FCB8BC97BD540837145566B050AD4;01/08/2002 00:00:00
227;564;14;0x5163083A015B1042AD7142F4068F7FB4;01/07/2001 00:00:00
228;438;11;0x2030EA8039088643977A4F0F55B934B1;01/09/2003 00:00:00
229;432;15;0x675CFABF65A2BE4AB16D29B2167A28BA;01/07/2002 00:00:00
230;565;14;0x0FCDA5138AEF924391AFA2D3730BF34D;01/08/2003 00:00:00
231;130;11;0x3A1F5FF4711859418C312035BE2842A0;01/07/2003 00:00:00
232;431;15;0x148854678D06274E8F926B800FC84974;01/07/2003 00:00:00
233;566;14;0xAF407CE1CA19304CB42B182792D2D20C;01/08/2002 00:00:00
234;129;11;0xDBC858A7D7DC1D47A354A90D317D98C0;01/07/2002 00:00:00
235;430;15;0xEF6BD6D3113EEC47A7255B7AD3D42CC1;01/09/2002 00:00:00
236;567;14;0xAC7D6CA689A2A04A91F3DCA343FCE092;01/08/2002 00:00:00
237;128;11;0x1BAEA581CCD66042A7BBAC13DDEA5919;01/08/2002 00:00:00
238;429;15;0x41CC3C3B7BBA7F408C1CB176836C0D2F;01/09/2001 00:00:00
239;568;14;0x44C4F67A881B474F9E0E2D1780D979D0;01/09/2002 00:00:00
240;881;11;0x380B45D16C960943AB77DF308D4C7094;01/08/2001 00:00:00
241;428;15;0x7514823CC340874D8FD0D1DC80E6373B;01/07/2003 00:00:00
242;569;14;0x23480794B77D2B448F670DC3A5EF8459;01/07/2002 00:00:00
243;880;11;0x04CA49A1C690D647BAD2FA469B091C4F;01/06/2003 00:00:00
244;427;15;0x35A1D5B7A3E92C43873E318F9D74C11D;01/06/2004 00:00:00
245;570;14;0xB5D4B170F24B2449BF2F8D05091B7626;01/07/2002 00:00:00
246;879;11;0xDF694CB1914C85489E49A9B149EC5B5E;01/07/2002 00:00:00
247;426;15;0x8133C3625F411040836395D6B918D00A;01/08/2002 00:00:00
248;571;14;0x3B4B6337648BE744A1A196FAFB30EF02;01/10/2003 00:00:00
249;878;11;0x886D180A864C46459AE1714627FDA3F4;01/09/2003 00:00:00
250;425;15;0xEE01BC9FD06ED84594F6799716F6E3CF;01/08/2003 00:00:00
251;572;14;0x006CBE71B35F7B4E82403B14FEBFE5BD;01/08/2003 00:00:00
252;877;11;0x06C3C23E2AE1CF42B0275866B5978B58;01/10/2001 00:00:00
253;424;15;0x9D45F908D4189A4182AD13D594D7844D;01/07/2002 00:00:00
254;91;14;0x4DC9A13670A41A48A2F6BE56C56C3112;01/09/2002 00:00:00
255;876;11;0x1CF2DA19C1079A448B8CDCC0FF12F7D1;01/08/2001 00:00:00
256;423;15;0x4BED4AC3425C9C4B864666B4A954B2E1;01/08/2001 00:00:00
257;92;14;0x7BE788A16FA6284D816DB75F84F45F91;01/08/2002 00:00:00
258;875;11;0x717AC87DCC50C940A6E8897358A61460;01/08/2002 00:00:00
259;422;15;0x7EFB8313D7EA6648BB585B265FA53B77;01/08/2001 00:00:00
260;93;14;0x1723130D58F68147B0C3BFC6FB787D2B;01/08/2003 00:00:00
261;874;11;0x0407DA91D48C114EACAF4CC606007CF4;01/08/2003 00:00:00
262;421;15;0x1A6CC7B175BEEB4FAC3DDD77528B9830;01/09/2002 00:00:00
263;145;14;0xF2DFFB2287C0174F89CB162E9189106C;01/08/2003 00:00:00
264;873;11;0x889B53CB0509C647AE501113F49121B4;01/08/2003 00:00:00
265;150;15;0x335ED68851F47B45A83D02AFE6860337;01/07/2002 00:00:00
