"ProductID";"Name";"ProductNumber";"MakeFlag";"FinishedGoodsFlag";"Color";"SafetyStockLevel";"ReorderPoint";"StandardCost";"ListPrice";"Size";"SizeUnitMeasureCode";"WeightUnitMeasureCode";"Weight";"DaysToManufacture";"ProductLine";"Class";"Style";"ProductSubcategoryID";"ProductModelID";"SellStartDate";"SellEndDate";"DiscontinuedDate";"rowguid";"ModifiedDate"
322;"Chainring";"CR-7833";false;false;"Black";1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4D2CACF01F1A3C4EB4D968AEA0EC1CE4;11/03/2004 10:01:36
323;"Crown Race";"CR-9981";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xA62CA351A165314CAF2BD9E4F5D631D4;11/03/2004 10:01:36
324;"Chain Stays";"CS-2812";true;false;null;1000;750;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xED7806FEF2AE584CA4508151CC24DDD8;11/03/2004 10:01:36
325;"Decal 1";"DC-8732";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3C12CE0502A48E47AE9B75D7727AEAAD;11/03/2004 10:01:36
326;"Decal 2";"DC-9824";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xF95168A5D71C2F4E87792E773E1B5209;11/03/2004 10:01:36
327;"Down Tube";"DT-2377";true;false;null;800;600;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xDD47AD1D59E2B842B8B415A0B7D21B2F;11/03/2004 10:01:36
328;"Mountain End Caps";"EC-M092";true;false;null;1000;750;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xEAB17060B7598B4F950F2BE07D00449D;11/03/2004 10:01:36
329;"Road End Caps";"EC-R098";true;false;null;1000;750;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x139D39889E71454581D6F0650F372FA2;11/03/2004 10:01:36
330;"Touring End Caps";"EC-T209";true;false;null;1000;750;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x24CE0369CED0914191984231DE37A929;11/03/2004 10:01:36
331;"Fork End";"FE-3760";true;false;null;800;600;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x2E601DC952DAD243BD7EEB110A9392B9;11/03/2004 10:01:36
332;"Freewheel";"FH-2981";false;false;"Silver";500;375;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x9A8764D8B1E87B4FBAFA1F136089C2C8;11/03/2004 10:01:36
341;"Flat Washer 1";"FW-1000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3AFAF2A3E122D843A131A9B89C32D8EA;11/03/2004 10:01:36
342;"Flat Washer 6";"FW-1200";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xECDD1A33B9E97E4A932442069C2DCDC4;11/03/2004 10:01:36
343;"Flat Washer 2";"FW-1400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3E47A38426AE214A81B960BB418A79B2;11/03/2004 10:01:36
344;"Flat Washer 9";"FW-3400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x60CEE40A4252F548ADA13013FF45F969;11/03/2004 10:01:36
345;"Flat Washer 4";"FW-3800";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xB4581C2C4C233A4B8C8E84524AC05EEA;11/03/2004 10:01:36
346;"Flat Washer 3";"FW-5160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3F2C0C59B6A8B5429412D655E37F0EAE;11/03/2004 10:01:36
347;"Flat Washer 8";"FW-5800";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xFEF5731B85ABFC4999AD0500CEBDA91D;11/03/2004 10:01:36
348;"Flat Washer 5";"FW-7160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x18CF82D1DF4D9B42A0DFDE1CFC92622D;11/03/2004 10:01:36
349;"Flat Washer 7";"FW-9160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4DF6557E3CEAFF45BE72F7F7B9D61A79;11/03/2004 10:01:36
350;"Fork Crown";"FC-3654";true;false;null;800;600;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x5BA8BF1C9B5C584B9C1795238215D926;11/03/2004 10:01:36
351;"Front Derailleur Cage";"FC-3982";false;false;"Silver";800;600;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xE301C9012343ED48AB9E9BFDA28BDEF6;11/03/2004 10:01:36
352;"Front Derailleur Linkage";"FL-2301";false;false;"Silver";800;600;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x082EED8875E71549B506831600B773FD;11/03/2004 10:01:36
355;"Guide Pulley";"GP-0982";false;false;null;800;600;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x5B20896AC39097498C63BC6A5EBC752D;11/03/2004 10:01:36
356;"LL Grip Tape";"GT-0820";false;false;null;800;600;0,0;0,0;null;null;null;null;0;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0x8121C83269196046AE04A02D51994EC1;11/03/2004 10:01:36
357;"ML Grip Tape";"GT-1209";false;false;null;800;600;0,0;0,0;null;null;null;null;0;null;"M ";null;null;null;01/06/1998 00:00:00;null;null;0x223E3409942479429F325D961A0FBFEA;11/03/2004 10:01:36
358;"HL Grip Tape";"GT-2908";false;false;null;800;600;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xF72B5B8EDD815444B75ED9AE2A6FBD26;11/03/2004 10:01:36
359;"Thin-Jam Hex Nut 9";"HJ-1213";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3CFF3AA643411640BC99D3F80EC1ADE5;11/03/2004 10:01:36
360;"Thin-Jam Hex Nut 10";"HJ-1220";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x6D0CAEA1A592DA4FB33B1301E83EFE5B;11/03/2004 10:01:36
361;"Thin-Jam Hex Nut 1";"HJ-1420";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4C8C3EE32A281F4D91E7E9969CF7134F;11/03/2004 10:01:36
362;"Thin-Jam Hex Nut 2";"HJ-1428";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4F6892A942465648A8172C0740AE8C55;11/03/2004 10:01:36
363;"Thin-Jam Hex Nut 15";"HJ-3410";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0DA3D9B907CB2D42A312F0535575337E;11/03/2004 10:01:36
364;"Thin-Jam Hex Nut 16";"HJ-3416";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x53F6C80EC924B64186F539C1789DB580;11/03/2004 10:01:36
365;"Thin-Jam Hex Nut 5";"HJ-3816";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x9D6C50949159A74682EA00E05D8D9B9C;11/03/2004 10:01:36
366;"Thin-Jam Hex Nut 6";"HJ-3824";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xC684E971111DF24CBAEE6C8DF494BDAD;11/03/2004 10:01:36
367;"Thin-Jam Hex Nut 3";"HJ-5161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xDB9CC0EFD5ECB54D9E27277DDA6D7F50;11/03/2004 10:01:36
368;"Thin-Jam Hex Nut 4";"HJ-5162";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xAA930C0A6CD0AA4899EB20F2C8A6D6C4;11/03/2004 10:01:36
369;"Thin-Jam Hex Nut 13";"HJ-5811";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x488672A21795EC4D8606D7D98ECD1E91;11/03/2004 10:01:36
370;"Thin-Jam Hex Nut 14";"HJ-5818";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x7CD37A0A9636444886339FDDCD5FCEFC;11/03/2004 10:01:36
371;"Thin-Jam Hex Nut 7";"HJ-7161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xE11DBBAC0C683440A8C53C6B01E57AA7;11/03/2004 10:01:36
372;"Thin-Jam Hex Nut 8";"HJ-7162";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8F8FDAA0FB45624EAB14AA229087DE1E;11/03/2004 10:01:36
373;"Thin-Jam Hex Nut 12";"HJ-9080";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xCDCB99DB8DF179498DCF1012F3B1CB15;11/03/2004 10:01:36
374;"Thin-Jam Hex Nut 11";"HJ-9161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xF5542EEC079D264CB96940F835395BE3;11/03/2004 10:01:36
375;"Hex Nut 5";"HN-1024";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4CA1F3F215DF5749966D55E5FCAD1161;11/03/2004 10:01:36
376;"Hex Nut 6";"HN-1032";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xDD443EE7B7F0D4459066E49F1B1FE7D0;11/03/2004 10:01:36
377;"Hex Nut 16";"HN-1213";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x41562A2BFEBF7940B9F08BF355BC3996;11/03/2004 10:01:36
378;"Hex Nut 17";"HN-1220";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xCDBE0BF7E75BE94EA9E715786E622BA9;11/03/2004 10:01:36
379;"Hex Nut 7";"HN-1224";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xD13136BAD6332F4A8413758BFDA6F9C2;11/03/2004 10:01:36
380;"Hex Nut 8";"HN-1420";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3AB378B4D51FB64DB99AEB3B2A7C1623;11/03/2004 10:01:36
381;"Hex Nut 9";"HN-1428";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x79D946DADF596D45B5AEE7E89FC589DF;11/03/2004 10:01:36
382;"Hex Nut 22";"HN-3410";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0474452F7D19DF4D9868A3AAD1B32D6B;11/03/2004 10:01:36
383;"Hex Nut 23";"HN-3416";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x9E44025FE596C84FADE08A9A7F533624;11/03/2004 10:01:36
384;"Hex Nut 12";"HN-3816";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x9676C9323D7C9347A54B3D73200BADBC;11/03/2004 10:01:36
385;"Hex Nut 13";"HN-3824";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xD002098F4D274B4A8FDEE37F53B2AB29;11/03/2004 10:01:36
386;"Hex Nut 1";"HN-4402";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8C6F455778CBEC45B9B821A9BE5C12F5;11/03/2004 10:01:36
387;"Hex Nut 10";"HN-5161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xB4115895172FF048A8B40C96CBA4AA6D;11/03/2004 10:01:36
388;"Hex Nut 11";"HN-5162";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x17AD4B7D4F3781429AE549ABC3FE585D;11/03/2004 10:01:36
389;"Hex Nut 2";"HN-5400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xBAB7C4177485C74EBD3B7A51ABA61F69;11/03/2004 10:01:36
390;"Hex Nut 20";"HN-5811";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xB790E9B4F7B3974F8F98CE373833ADB4;11/03/2004 10:01:36
391;"Hex Nut 21";"HN-5818";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x02E73E4328E03046895C8CDBD0F1FD89;11/03/2004 10:01:36
392;"Hex Nut 3";"HN-6320";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xE0FA76EE1E169C40A6F5837B5B8B344D;11/03/2004 10:01:36
393;"Hex Nut 14";"HN-7161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8CB810EB5153064CAF51116BAA48A2C8;11/03/2004 10:01:36
394;"Hex Nut 15";"HN-7162";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x5587E235F0E8BE47A8BEA20836DBE28D;11/03/2004 10:01:36
395;"Hex Nut 4";"HN-8320";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x5E8DAB690161034281B1794E923782EA;11/03/2004 10:01:36
396;"Hex Nut 18";"HN-9161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8423D439F666CD4CB4710589FC3FC576;11/03/2004 10:01:36
397;"Hex Nut 19";"HN-9168";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x7E823FB6559078469E904FFD8D06D4D4;11/03/2004 10:01:36
398;"Handlebar Tube";"HT-2981";true;false;null;800;600;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8EC5889FFA5CC9468994DA4F3FFE92ED;11/03/2004 10:01:36
399;"Head Tube";"HT-8019";true;false;null;800;600;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x48C047B0FBB4804F94BCC5FC00A6F77F;11/03/2004 10:01:36
400;"LL Hub";"HU-6280";true;false;null;500;375;0,0;0,0;null;null;null;null;1;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0xDA2D33ABA5DDAD448C5034FFACEFFA8E;11/03/2004 10:01:36
401;"HL Hub";"HU-8998";true;false;null;500;375;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xA30394D59ED10348BDA2B436A6416FDA;11/03/2004 10:01:36
402;"Keyed Washer";"KW-4091";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x844702434127AB4CA6DC8050CE507F2E;11/03/2004 10:01:36
403;"External Lock Washer 3";"LE-1000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xF0123476536DE243B371DCBED69F5E98;11/03/2004 10:01:36
404;"External Lock Washer 4";"LE-1200";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4FE8B689085CD94CB80301F2CE24E417;11/03/2004 10:01:36
405;"External Lock Washer 9";"LE-1201";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x21A73033CBE8674E8D27300DB68C2395;11/03/2004 10:01:36
406;"External Lock Washer 5";"LE-1400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x984031398B76F949A777AF2E3BB06B17;11/03/2004 10:01:36
407;"External Lock Washer 7";"LE-3800";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x73BCF79322BDA0459F2EA11932342E6B;11/03/2004 10:01:36
408;"External Lock Washer 6";"LE-5160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xB04C5FDC99A5CD42A96FE9F01BC1DACC;11/03/2004 10:01:36
409;"External Lock Washer 1";"LE-6000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x87762B8074BCF84398AE2112166FACA7;11/03/2004 10:01:36
410;"External Lock Washer 8";"LE-7160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x2688C402AD21F34185A6BC9A85A4DCE4;11/03/2004 10:01:36
411;"External Lock Washer 2";"LE-8000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3D2A2A5072CDAD438FB677505187EDF4;11/03/2004 10:01:36
412;"Internal Lock Washer 3";"LI-1000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x458C16F1D2E4374CADADB76EAF402B71;11/03/2004 10:01:36
413;"Internal Lock Washer 4";"LI-1200";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xBB13747FD2BAE4479BC4D98B194BE35D;11/03/2004 10:01:36
414;"Internal Lock Washer 9";"LI-1201";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0901044F3283CF4F808457E6D8C49283;11/03/2004 10:01:36
415;"Internal Lock Washer 5";"LI-1400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xCCF2020CB4BD9447A4F90EB33F7545C2;11/03/2004 10:01:36
416;"Internal Lock Washer 7";"LI-3800";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xBCC52A3C493FA44F8340BC4CDA983F46;11/03/2004 10:01:36
417;"Internal Lock Washer 6";"LI-5160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xFE5D177F6916E94E8EEB7B55FCE9961C;11/03/2004 10:01:36
418;"Internal Lock Washer 10";"LI-5800";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xEC3E32C8B2BD3349B3C624287638AD56;11/03/2004 10:01:36
419;"Internal Lock Washer 1";"LI-6000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x2D23F871592BAC4199A1F5EA197671B5;11/03/2004 10:01:36
420;"Internal Lock Washer 8";"LI-7160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8635F0E2E802D94CA3421A8D65D393BD;11/03/2004 10:01:36
421;"Internal Lock Washer 2";"LI-8000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x881A7497A192724EB0AABCB198A1C378;11/03/2004 10:01:36
422;"Thin-Jam Lock Nut 9";"LJ-1213";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3B61A27D47337240A1DC943ADA161D7F;11/03/2004 10:01:36
423;"Thin-Jam Lock Nut 10";"LJ-1220";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xBE158FA81927414793A42D96EF3712EB;11/03/2004 10:01:36
424;"Thin-Jam Lock Nut 1";"LJ-1420";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x5D1E46488AD5E5478BA3CE4430FCA611;11/03/2004 10:01:36
425;"Thin-Jam Lock Nut 2";"LJ-1428";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xB67E183684ADB747A55E2941D3435FE2;11/03/2004 10:01:36
426;"Thin-Jam Lock Nut 15";"LJ-3410";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x48562199E8AF5645BC80B6C62AE74FC8;11/03/2004 10:01:36
427;"Thin-Jam Lock Nut 16";"LJ-3416";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x324CFCB49C047F41BBB0F19CDFD64252;11/03/2004 10:01:36
428;"Thin-Jam Lock Nut 5";"LJ-3816";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x15797BA5652EDE4987BAACD007C55ADB;11/03/2004 10:01:36
429;"Thin-Jam Lock Nut 6";"LJ-3824";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0C94BD5A1FD6084183120EA97E469613;11/03/2004 10:01:36
430;"Thin-Jam Lock Nut 3";"LJ-5161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x6F4983988547FC4B8AF3C357347B9F89;11/03/2004 10:01:36
431;"Thin-Jam Lock Nut 4";"LJ-5162";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x83E65E8C3CD9254F945422FAA4C31365;11/03/2004 10:01:36
432;"Thin-Jam Lock Nut 13";"LJ-5811";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x47A4E4383C3D8740ABAD97F006525B52;11/03/2004 10:01:36
433;"Thin-Jam Lock Nut 14";"LJ-5818";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x6C4BE2DCD8763449A4F6C934364943EA;11/03/2004 10:01:36
434;"Thin-Jam Lock Nut 7";"LJ-7161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x7CD04A34A5CC7443A3F38A7E0A1D9916;11/03/2004 10:01:36
435;"Thin-Jam Lock Nut 8";"LJ-7162";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xF28C50B24FC63D499DB40D6601AF1F73;11/03/2004 10:01:36
436;"Thin-Jam Lock Nut 12";"LJ-9080";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x9F583E5D84456B40B9CC3C8C060CB9A5;11/03/2004 10:01:36
437;"Thin-Jam Lock Nut 11";"LJ-9161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x289A16641C163747B724F42FFD99DE80;11/03/2004 10:01:36
438;"Lock Nut 5";"LN-1024";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x341D4CEB16483041BB3007B4DE4072B6;11/03/2004 10:01:36
