"SalesPersonID";"QuotaDate";"SalesQuota";"rowguid";"ModifiedDate"
281;01/07/2003 00:00:00;935000,0;0x12E14DCBFAC5674B8EEB9F09569C249C;17/05/2003 00:00:00
281;01/10/2003 00:00:00;684000,0;0x7D34A3CFF9BB9B4F83396FC0FD0079F4;17/08/2003 00:00:00
281;01/01/2004 00:00:00;614000,0;0x90210F07FBC4614298EFC6B5CA745DE8;17/11/2003 00:00:00
281;01/04/2004 00:00:00;724000,0;0x0E334A638386D442824F39B3F9076270;16/02/2004 00:00:00
282;01/07/2001 00:00:00;525000,0;0x550DE9BD2EC90D4B8E0C72FD0EECE610;17/05/2001 00:00:00
282;01/10/2001 00:00:00;767000,0;0x93E6C510825151499F360BAE17B3878C;17/08/2001 00:00:00
282;01/01/2002 00:00:00;583000,0;0x46A5AFD3535ACA47B2AC49A54D68C090;17/11/2001 00:00:00
282;01/04/2002 00:00:00;583000,0;0xA256CD85A1F11D4E9AB6F415D811F3C1;15/02/2002 00:00:00
282;01/07/2002 00:00:00;496000,0;0x8F00071F6F82834CA3F6B72EA3A406AF;17/05/2002 00:00:00
282;01/10/2002 00:00:00;452000,0;0xCA654F0F563AF046B5F09D86DB593CA3;17/08/2002 00:00:00
282;01/01/2003 00:00:00;288000,0;0x7C392D2994B0BD448374CFF90CF4B10A;17/11/2002 00:00:00
282;01/04/2003 00:00:00;247000,0;0xEA812012AF60E845B7327E614EDF8460;15/02/2003 00:00:00
282;01/07/2003 00:00:00;1051000,0;0x51C05382D12DB8478E54CB52882FDC01;17/05/2003 00:00:00
282;01/10/2003 00:00:00;707000,0;0xDEE5AD40AE6CC2408D7F594045A6A40E;17/08/2003 00:00:00
282;01/01/2004 00:00:00;569000,0;0x6A85DD62267B5249861D5C8B85A2E859;17/11/2003 00:00:00
282;01/04/2004 00:00:00;830000,0;0x1A8020F0654EE34283E5CB92FDE0BEEE;16/02/2004 00:00:00
283;01/07/2001 00:00:00;226000,0;0xC0840F616D207F48988EC804ABFC11A5;17/05/2001 00:00:00
283;01/10/2001 00:00:00;353000,0;0x5831CE62102B3F48BEB35E4D60966183;17/08/2001 00:00:00
283;01/01/2002 00:00:00;280000,0;0x71CD097AD6EE5B488AF4800C82AEC15A;17/11/2001 00:00:00
283;01/04/2002 00:00:00;267000,0;0x600E4ED40CC03B41B2881B69553120BC;15/02/2002 00:00:00
283;01/07/2002 00:00:00;483000,0;0x9DEB455E92654C44BB438B260AFABD7D;17/05/2002 00:00:00
283;01/10/2002 00:00:00;341000,0;0xB04E97A39F502A4380468E14BB175A91;17/08/2002 00:00:00
283;01/01/2003 00:00:00;151000,0;0x508001A0A1D5B94688A037EA2034585A;17/11/2002 00:00:00
283;01/04/2003 00:00:00;284000,0;0x7F21E88D3D551446B0E0B0BDB32E7AEC;15/02/2003 00:00:00
283;01/07/2003 00:00:00;631000,0;0x8D416E9B4208E34FB86A9ECA7CCE4367;17/05/2003 00:00:00
283;01/10/2003 00:00:00;372000,0;0xF2507CC9BE2D5D468780FE201F0CFD25;17/08/2003 00:00:00
283;01/01/2004 00:00:00;234000,0;0x50066A815E9079408F892E1A698A1E10;17/11/2003 00:00:00
283;01/04/2004 00:00:00;403000,0;0x0A2F5599946A5B4AAFE9A18973958B9E;16/02/2004 00:00:00
284;01/07/2002 00:00:00;93000,0;0x9F8903018C61784490BB815B20856F35;17/05/2002 00:00:00
284;01/10/2002 00:00:00;15000,0;0xDA6725F7788AC7439ADB30B1503E6F56;17/08/2002 00:00:00
284;01/01/2003 00:00:00;33000,0;0x0F1AA5876D3DD04298A74AD934977417;17/11/2002 00:00:00
284;01/04/2003 00:00:00;110000,0;0x3DC706628D95CA44B1C15E0C34A3C156;15/02/2003 00:00:00
284;01/07/2003 00:00:00;184000,0;0xBE0FBE5FFF45AD429E0446D6C5DD24A9;17/05/2003 00:00:00
284;01/10/2003 00:00:00;324000,0;0x88D7DE2795F22A4781515254A86103E0;17/08/2003 00:00:00
284;01/01/2004 00:00:00;116000,0;0x892438B1EFB75F46BC9606FD27E8F320;17/11/2003 00:00:00
284;01/04/2004 00:00:00;1000,0;0x9A29B45DD91AC649B024528C771CAE3F;16/02/2004 00:00:00
285;01/07/2002 00:00:00;1898000,0;0x81EDD176A0976E46877851B19E6B21FA;17/05/2002 00:00:00
285;01/10/2002 00:00:00;1262000,0;0x7FC58A73A4D7F642BB6C0447D877AA13;17/08/2002 00:00:00
285;01/01/2003 00:00:00;938000,0;0x55A2589045774B499A4B6CEA2D0A3BA7;17/11/2002 00:00:00
285;01/04/2003 00:00:00;1279000,0;0x8AE536F4E5B64549BEE1C80602B7B7A8;15/02/2003 00:00:00
285;01/07/2003 00:00:00;1506000,0;0xC18BEF81F8EFFF4CADC33B76104D9B5F;17/05/2003 00:00:00
285;01/10/2003 00:00:00;1419000,0;0xD7256E49A12185419FBC2DB261C8DE25;17/08/2003 00:00:00
285;01/01/2004 00:00:00;883000,0;0xC6490BCED2CEB24683C428F72D04CE5C;17/11/2003 00:00:00
285;01/04/2004 00:00:00;1329000,0;0x164CBE152C78FD40861FDD85CDEBCA83;16/02/2004 00:00:00
286;01/07/2002 00:00:00;593000,0;0x77AB026A3859F94EAC8FF150C4D18853;17/05/2002 00:00:00
286;01/10/2002 00:00:00;409000,0;0xA71B043D3F32D5489E7E2B65B6AFD846;17/08/2002 00:00:00
286;01/01/2003 00:00:00;217000,0;0x6FDE12AA35C876489AFB7AE5501DB57E;17/11/2002 00:00:00
286;01/04/2003 00:00:00;404000,0;0xF4B25FC3841E8F4BAF6B186315CCAC08;15/02/2003 00:00:00
286;01/07/2003 00:00:00;1262000,0;0xF0E537C6121EF641932E53714B6961A8;17/05/2003 00:00:00
286;01/10/2003 00:00:00;1057000,0;0x516BE159F771E4488A80359103FE685A;17/08/2003 00:00:00
286;01/01/2004 00:00:00;707000,0;0x2A1ECFA684DA7A409BEC4AD473708C0B;17/11/2003 00:00:00
286;01/04/2004 00:00:00;908000,0;0xF8F9F20058513644B1347E0C462289E5;16/02/2004 00:00:00
287;01/10/2002 00:00:00;321000,0;0x81D65E374385E249BB95FA56545568E8;17/08/2002 00:00:00
287;01/01/2003 00:00:00;281000,0;0x7874E262EA25944FAF10757C85F5CACE;17/11/2002 00:00:00
287;01/04/2003 00:00:00;304000,0;0xD95996166FA2A34E9F49B0857C24CB4C;15/02/2003 00:00:00
287;01/07/2003 00:00:00;516000,0;0x9EEC7156A44F3242907F5CB981445E52;17/05/2003 00:00:00
287;01/10/2003 00:00:00;380000,0;0x93BE6E4BED654B4792103115F0979546;17/08/2003 00:00:00
287;01/01/2004 00:00:00;454000,0;0x055E78706D777944B6B583D9B1C9D7DD;17/11/2003 00:00:00
287;01/04/2004 00:00:00;497000,0;0x89E966D512D2084BBB20BE7967ECEFAF;16/02/2004 00:00:00
288;01/07/2003 00:00:00;132000,0;0x8A41B9A691D89E46A2C25D3E8E7251FD;17/05/2003 00:00:00
288;01/10/2003 00:00:00;40000,0;0x5C735DEBBD8B6C4BA7EBA006335A5D2E;17/08/2003 00:00:00
288;01/01/2004 00:00:00;7000,0;0x848F48F9FE7D73408DE4BA2BA1F3A00F;17/11/2003 00:00:00
288;01/04/2004 00:00:00;26000,0;0xFCA4002C818F014B8E125171E008803B;16/02/2004 00:00:00
289;01/07/2003 00:00:00;728000,0;0x6D49250A9757F6449331A71D06B0FD63;17/05/2003 00:00:00
289;01/10/2003 00:00:00;566000,0;0xC0AF8DC893A2004A98C21A530288A113;17/08/2003 00:00:00
289;01/01/2004 00:00:00;366000,0;0x7395B9A28AAF1A46B554F489DE2FA266;17/11/2003 00:00:00
289;01/04/2004 00:00:00;627000,0;0xE2EAE51536BD9847A066BC7594E2930B;16/02/2004 00:00:00
290;01/07/2003 00:00:00;478000,0;0xCC4EA80399E2614BA634892399E0A0EC;17/05/2003 00:00:00
290;01/10/2003 00:00:00;389000,0;0xBA85B5347EDDE641AF29A4AC61EAE320;17/08/2003 00:00:00
290;01/01/2004 00:00:00;399000,0;0xC106F05A62AA0343875FF248B448297C;17/11/2003 00:00:00
290;01/04/2004 00:00:00;421000,0;0x58DFA053988B714397A514C1442A3582;16/02/2004 00:00:00
