"CustomerID";"AddressID";"AddressTypeID";"rowguid";"ModifiedDate"
23;991;3;0xE29C92254233C740A96324D097EA30F3;01/09/2002 00:00:00
24;992;3;0x7E648E22F6247B42B40DA1B7A0D88DB5;01/09/2002 00:00:00
25;993;3;0xAC97ECDC1AFCAC4F9DD5B7CAB0625D77;01/09/2002 00:00:00
26;910;3;0x2ECF0B6802A1DB46A38C920FDE5FE2B2;01/12/2001 00:00:00
27;911;3;0x181AD62BA57AFB4489C9AC43468B4853;01/07/2001 00:00:00
28;448;3;0x5A655A4F59127E4F95F6CD18CA6B9A01;01/08/2003 00:00:00
29;449;3;0x8554B23AFDC53241AA0B2A9B2915068C;01/08/2001 00:00:00
30;450;3;0x3BE30384ABA09C4DA223DCF3F74E2B8F;01/09/2002 00:00:00
31;676;3;0x45BCDE1E6CC1C1488D0C3467D2E98353;01/08/2003 00:00:00
32;716;3;0x173BFCBDB1DEC34188E668877DA2F98C;01/08/2003 00:00:00
33;406;3;0x5DF3E78AE30BAD4AAFFF8CB22EFF3EFA;01/09/2003 00:00:00
34;636;3;0xE44197078A902C44B804945DBACF3B1E;01/07/2003 00:00:00
35;757;3;0xF4A2940A4C81D041A282B242C33E8C57;01/07/2003 00:00:00
36;758;3;0x58559440DBE5604D8D323C57A4078B8C;01/08/2001 00:00:00
37;836;3;0x6125DBDF6FA33C4FAE895A62DFC80AA2;01/09/2002 00:00:00
38;837;3;0x8D05AA4CF561494A9167D1E57DCAC9CE;01/09/2003 00:00:00
39;563;3;0x3FBDBB560948EA4B883C24D712763E34;01/09/2002 00:00:00
40;564;3;0x678AD261A348214FA56B478D15EE3593;01/08/2001 00:00:00
41;994;3;0xF3CE9635AEC2E64C95DB5FFF68B4BA57;01/07/2002 00:00:00
42;995;3;0x31EA914109E35943A458ACE21F220B8F;01/07/2002 00:00:00
43;996;3;0xA56EC0B935F37A42A99AB54A33481BA0;01/08/2002 00:00:00
44;912;3;0x6773CCF23071074A81BECFD81CED3476;01/09/2003 00:00:00
45;913;3;0x814C8436DB675A47A920A913E644AAB4;01/08/2001 00:00:00
46;451;3;0xDA7996BFE639844E84764DA4A30C330F;01/12/2002 00:00:00
47;452;3;0x8E990134FCCC784F8F4AD0ECECF17645;01/09/2001 00:00:00
48;453;3;0xD198C5190E755043AE2997A55AB7BF04;01/09/2003 00:00:00
49;677;3;0xECB489EE9262274DBD6E531DDF0B39B2;01/09/2003 00:00:00
50;717;3;0xFAB15D22B543AF49BD1D3A0728F31FCF;01/10/2003 00:00:00
51;407;3;0x9706DF11EFCCB942934C13775B2D5A2E;01/09/2003 00:00:00
52;637;3;0x7F66E01685AA5541AB361703FC9E07F0;01/09/2003 00:00:00
53;759;3;0x02DFA4D924A4D84B8D80BF9764B0A2A6;01/09/2003 00:00:00
54;760;3;0xB398543EF0E27C41B2275A907F8F8571;01/09/2001 00:00:00
55;838;3;0xCBDD38022B75B0459B076A784789FF21;01/09/2003 00:00:00
56;839;3;0x0585E8C05309144396FCF6F9EB581B99;01/08/2002 00:00:00
57;565;3;0x6811A23DA51DF24F871655EFC98633B6;01/09/2001 00:00:00
58;566;3;0xD233CE4979F0AB4EB2AD4FCA0469C098;01/11/2001 00:00:00
59;997;3;0x414FEF7AFAEAF043836A674EE40AE72B;01/09/2003 00:00:00
60;998;3;0x5B8C0601BF17B942A871D34A3E0F0853;01/09/2003 00:00:00
61;999;3;0xB7F8E74676BF864CA62901E39BAFA4D7;01/09/2002 00:00:00
62;914;3;0x26A20A0FFFCC8F429F34DD15A488919F;01/08/2002 00:00:00
63;915;3;0x88FE801EB9F4CE4E96BA34F52D07D349;01/08/2001 00:00:00
64;454;3;0x4441F6E7AC8F924384D922FAF9A73DE1;01/08/2003 00:00:00
65;455;3;0x92C968052DF87741B7E8C36AF5E749DC;01/08/2002 00:00:00
66;456;3;0x5B0E64FFF6576B4998DAEB21CB137F55;01/08/2002 00:00:00
67;678;3;0x29EF019575723E4F8613E74309B89921;01/09/2002 00:00:00
68;718;3;0x7ADC69AE51573E43A241D07B604427C1;01/08/2003 00:00:00
69;408;3;0x4BC87A1BA7430948AB3C8719E8938F4A;01/09/2003 00:00:00
70;638;3;0x7821DAAC3895D646B02301EB79BF7872;01/08/2003 00:00:00
71;761;3;0x526CC9E23520F145A2E18D835BA14462;01/08/2003 00:00:00
72;762;3;0xDEC31145F26A624BBE6A1647816818C2;01/09/2002 00:00:00
73;840;3;0x4DBEF98547F84942B6764A998D885266;01/08/2001 00:00:00
74;841;3;0x5069C785270A554B8C4D4673172D5AC1;01/11/2001 00:00:00
75;567;3;0x31E4D6F3528D2D4A9917B7702DB40079;01/09/2001 00:00:00
76;568;3;0x9FE57E5C063A8E43AC40516921AC97D4;01/09/2001 00:00:00
77;1000;3;0xA619D436C397F34C96EF8C8951FAF7D3;01/08/2002 00:00:00
78;1001;3;0x2ADAF169862E994C973BD2AD7836FB92;01/08/2001 00:00:00
79;1002;3;0x3DF654C499EFAD44BE3E12FC3272B0BA;01/08/2002 00:00:00
80;916;3;0xB9B3D1BC8CB0274BB693924B2E170341;01/08/2003 00:00:00
81;917;3;0x3C01B494A5A4354B80F683FB134F1103;01/07/2002 00:00:00
82;457;3;0x2E1960D08261FA4F91E7C11BF853394C;01/07/2002 00:00:00
83;458;3;0x94C404F3658BA741A144853FF6DCF91C;01/07/2001 00:00:00
84;459;3;0x77FD28A987938B46AA0C48F2C58E6949;01/08/2001 00:00:00
85;679;3;0x60AB2C131E23C941B7346D0E538A49CB;01/08/2003 00:00:00
86;719;3;0x02BF4CB16F031648870D43F65E81C792;01/07/2003 00:00:00
87;409;3;0x2D485C47F85DD443B2371D16CA928EB7;01/08/2003 00:00:00
88;639;3;0x49869965E805A54997D553F0445A628F;01/09/2003 00:00:00
89;763;3;0x86B9FA4DD0DF8940BA4BDE56AB5F3FAF;01/08/2002 00:00:00
90;764;3;0x84C24E687F2BD0409E87F8AB82FBC88D;01/09/2002 00:00:00
91;842;3;0x9422812BAC50254592F26D29760A0A63;01/09/2001 00:00:00
92;843;3;0x2DA99768F7B57C468D61F89E28D0D908;01/09/2001 00:00:00
93;569;3;0x18282590C0119A4CA28C2B18594C41F8;01/09/2001 00:00:00
94;570;3;0x053BCD2C705EB54F81C228D557F16D90;01/07/2002 00:00:00
95;1003;3;0x8FE6528C9967B54899D9857FE08275FB;01/07/2003 00:00:00
96;1004;3;0xE67B6AF6A8290943A143B1FA1540A225;01/09/2001 00:00:00
97;1005;3;0xAF9D1C4A548FEC45BB7FD2A61C9362F6;01/08/2002 00:00:00
98;918;3;0x27412DA989325E4E8D06E4C11E32CD9D;01/09/2002 00:00:00
99;919;3;0xBBC1317014AB9C4E938DB370B2E7F1D0;01/08/2001 00:00:00
100;460;3;0xB51751376C40CE48BE16B702BBE4BB0D;01/08/2003 00:00:00
101;461;3;0x81B3901B881C484B9C8CE13810F1E20D;01/08/2002 00:00:00
102;462;3;0x8779523189C0B94C999BF0ADFC5AFFC6;01/08/2001 00:00:00
103;680;3;0x51175F57E9A16A4F9AE4B6834CA2586B;01/08/2003 00:00:00
104;720;3;0x082AC763A0D62B4B8772B424C063C227;01/09/2003 00:00:00
105;410;3;0xDC86E3922443094DB2CCC7A760A5F0E9;01/09/2003 00:00:00
106;640;3;0x9A8B07C6952F2940BE72511345BE2A9A;01/09/2003 00:00:00
107;765;3;0x00EE0A942AFACA4EA819CD821CC8E0D7;01/08/2001 00:00:00
108;766;3;0x19944DA11B909D45865AADFCB2355495;01/08/2002 00:00:00
109;844;3;0xC7B4C664BC59384FAC4E41A34557A2A8;01/09/2003 00:00:00
110;845;3;0x212D614D1CD048498F7958A28120C8E5;01/07/2003 00:00:00
111;571;3;0x4E5683CBA7FA314FA5E2333BAFDEC072;01/12/2001 00:00:00
112;572;3;0x07CEAB7E6E6811409521AABE83733395;01/09/2003 00:00:00
113;1006;3;0x0E980460857E584A999E7298C3837E44;01/09/2003 00:00:00
114;1007;3;0xC687B2B94DDC0F46A332CBCF58899220;01/09/2001 00:00:00
115;1008;3;0x96691DE9DA49AE4DBCFA4B02B37CFF56;01/08/2002 00:00:00
116;920;3;0x4139097E9E1B90498616C64D29E6F504;01/09/2001 00:00:00
117;921;3;0x88D0D618E062444C8F169375528E8F1D;01/07/2001 00:00:00
118;463;3;0x2E6C4BA9ADA3B4449085DCBA6A9DA311;01/09/2001 00:00:00
119;464;3;0xAA0C19AFABEB5D48B6956D2C51F21CAB;01/07/2001 00:00:00
120;465;3;0x69D4D1792E4B344DBC804192F8460475;01/07/2003 00:00:00
121;681;3;0x3B82CEA2D9844E48B451092B5C99FBD0;01/09/2002 00:00:00
122;721;3;0x862AC811BA5F3746BBDE2841A085B13B;01/09/2003 00:00:00
123;411;3;0x9853DF43C02B93479A6B087E8D54F07C;01/07/2003 00:00:00
124;641;3;0x7E7FA48A90C0264794AC7CD310AE8433;01/08/2002 00:00:00
125;767;3;0x747772CC71EAC24983F4FAD6157AEEC5;01/07/2002 00:00:00
126;768;3;0x00077E2C37ED144A9646A207A9DFE6A5;01/12/2001 00:00:00
127;846;3;0x3A24B55890A5F74BBB3D322D50079B7E;01/08/2002 00:00:00
128;847;3;0x711B41D913A7964396FC76698E70BAF0;01/06/2002 00:00:00
129;573;3;0x11EF9C777C0221499F5B6537A571C4AA;01/11/2001 00:00:00
130;25;5;0x65656685E8497A428A2AC7960C7E665A;01/09/2002 00:00:00
130;574;3;0xB8EB7A33B7BA4D4CA1E9F88D8B637294;01/09/2002 00:00:00
131;1009;3;0x2DA750C68FEC214F872E46DA52C7049F;01/08/2003 00:00:00
132;1010;3;0xF604650257BCED43978457B2F0C9EFE6;01/08/2003 00:00:00
133;1011;3;0x51EE7560EEF26D4E97BB6C0732A4C53F;01/09/2002 00:00:00
134;922;3;0xB19279B38CFAFC41A01A5AE3E1EA19FE;01/08/2003 00:00:00
135;923;3;0x07C2B5E9ACD01A40B9A322A336501D44;01/08/2002 00:00:00
136;466;3;0xEC68B5B36E522F44B068FBB0CBE36EB8;01/08/2001 00:00:00
137;467;3;0xBBD3B422F26A404D8F8410FAD8D5A74F;01/11/2001 00:00:00
138;468;3;0xB801FA1814E6124BBB6D97074DD84A95;01/08/2003 00:00:00
139;682;3;0xF7A864E9A2EC504CB0A6DB0A7304E45C;01/07/2002 00:00:00
140;722;3;0x148C48D95BF67B46978C67A9A0BA249A;01/07/2002 00:00:00
141;412;3;0xB3A1A9DF381C9640915FCF057A6003DC;01/08/2003 00:00:00
142;642;3;0xD905965FC5908B449E3813E53BD965F0;01/09/2003 00:00:00
143;769;3;0x469962B749B80443AFCE02F2167151BD;01/09/2001 00:00:00
144;770;3;0x834D5B4786D98A4BA7DDC78ADA2588DC;01/08/2001 00:00:00
145;848;3;0xCFEC968EC9872341965882807BF5CC39;01/08/2001 00:00:00
146;849;3;0xC5C64825736E2A47A5C87BC82D223038;01/07/2001 00:00:00
147;575;3;0xCBE52148A0213E45886264964817EB4C;01/09/2002 00:00:00
148;576;3;0x7EB9FD126486384A8B9DE7A5D48D3E6B;01/11/2001 00:00:00
149;1012;3;0x0463921DCDE51C40B40AC68C9CA545C8;01/09/2002 00:00:00
150;1013;3;0xBDAEF1ACBF75694998EFBE0D13C9E6EE;01/08/2002 00:00:00
151;1014;3;0xC455F1278E61E041B8436887C0B1FD95;01/09/2002 00:00:00
152;924;3;0x04D3FCC838A37D43B73C4B60E7F88B72;01/08/2002 00:00:00
153;925;3;0x5D15F1043D6FEE4E94D515E17F7D9A6B;01/10/2003 00:00:00
154;469;3;0x13B7D79C3331164883753458AA5DF285;01/09/2003 00:00:00
155;470;3;0x5074C4702C56BC438596ABFFDDE831FE;01/09/2001 00:00:00
156;471;3;0x715F19792949904CBE50D9DFD1767268;01/09/2001 00:00:00
157;683;3;0x1E43494F9E0D2C4F8ECC1AD817F83FC9;01/08/2002 00:00:00
158;723;3;0x59D32CFFED278D49893FF548A0B73D8B;01/08/2002 00:00:00
159;413;3;0x20C322D2A409504896015FAD1BC82C7D;01/08/2003 00:00:00
160;643;3;0xF46BAB8DD77E974EBAFE3CE95649E24C;01/09/2002 00:00:00
161;771;3;0xE44928BFA919D24C9CCBE8AB2208A76B;01/07/2001 00:00:00
162;772;3;0x7D771B424A7D7E48B58D93F46080997A;01/11/2001 00:00:00
163;850;3;0x0F3CB7D34C67CD43B1347DBEBAE4CE71;01/09/2003 00:00:00
164;851;3;0x9E044391F698354DAD3E60621F9AE3B0;01/08/2001 00:00:00
165;577;3;0x82BDD244B9E39043B6458F03E8F53237;01/09/2002 00:00:00
166;578;3;0x61CF7C3E320B9F4C90896A8EF172C755;01/07/2001 00:00:00
167;1015;3;0x0A569C406B72A04CB714DE3D4F69C4C6;01/08/2001 00:00:00
168;1016;3;0xDE5290BEC338554088C4D1CBF9E4A7F2;01/09/2002 00:00:00
169;1017;3;0x773C3C2EA13A444FB994C453705588B5;01/09/2001 00:00:00
170;926;3;0x3AC69D26057B284B92263CD3D36ADB21;01/09/2001 00:00:00
171;927;3;0x07BF86F3F0838940BBCA18F2241DC6A2;01/09/2003 00:00:00
172;472;3;0xB876EA451A306A48863AC69A9E166360;01/09/2001 00:00:00
173;473;3;0xFC4C16973E2532449E60E197747E2286;01/09/2001 00:00:00
174;474;3;0x9A5F4410461A5445A81115A45AF8FA8B;01/09/2001 00:00:00
175;684;3;0xD06D6D0A19AC1849A4748E7F43572852;01/08/2002 00:00:00
176;724;3;0xC4B81C5C3C4EF0409F480914CB6572C3;01/09/2003 00:00:00
177;414;3;0x690408F8F913E148BAABAE40BAAFAB1B;01/07/2003 00:00:00
178;644;3;0x817E43AD8CFCEC48BD9A0358EB2BAF2C;01/08/2003 00:00:00
179;773;3;0x10B0858E090CBD42AFD319960F80BAC5;01/09/2003 00:00:00
180;774;3;0x120285F0CFFAE349BF7511DC7F94FBC6;01/09/2001 00:00:00
181;852;3;0xF30DE15794D2664285FB8605830DDA3D;01/08/2003 00:00:00
182;853;3;0xFF3BF368C228DF4AA6F0EF5ED52C0172;01/09/2003 00:00:00
183;579;3;0x1BB84AF5AC11304FAB2534FBC123F7CB;01/07/2002 00:00:00
184;580;3;0x5B61959C6BD80043941A572A69EF1C4A;01/07/2002 00:00:00
185;1018;3;0xEC34D82A2D58664685C2E2D6D168A223;01/07/2003 00:00:00
186;1019;3;0x08CB451D4225D14FBDAC8994EF616BA2;01/09/2003 00:00:00
187;1020;3;0x9D43DACA5AE8F64E94AD65923961240B;01/09/2001 00:00:00
188;928;3;0xC2F30BA31E72144FB6ECBABAE2E190D0;01/09/2001 00:00:00
189;929;3;0x648D5B7B2F899949A28F8D226EB80C81;01/09/2001 00:00:00
190;475;3;0xE55288EC5C975840BC0AAC65C1B48FFD;01/09/2003 00:00:00
191;476;3;0xFB4688FE2798CD4DBEE5113A861CB13B;01/08/2001 00:00:00
192;477;3;0xF2E5E659FED3904F9E4AA3EF0957589A;01/08/2001 00:00:00
193;685;3;0xDADE0ED9DF54DC4C99D9F2031EEBDAF1;01/08/2003 00:00:00
194;725;3;0x2A78F3F62C9F6247BDF88E9CF6D024B5;01/08/2003 00:00:00
195;415;3;0x5F02E92B97122E43974F1B6E64F12F28;01/09/2003 00:00:00
196;645;3;0x98AA944B4776D444A886E706875A6844;01/07/2003 00:00:00
197;775;3;0xAAF0791730E4E54DAD9459DE109DF1EF;01/09/2002 00:00:00
198;776;3;0xFC7261315FBA484A86E05213A7F59059;01/11/2001 00:00:00
199;854;3;0xB8762CA8104C6C4081A866BE5AAE5788;01/08/2003 00:00:00
200;855;3;0x50F86E17F44BCC45B5340CCA49223CAE;01/07/2001 00:00:00
201;581;3;0x14EC32638ACEAC48B1C2476077E07952;01/09/2003 00:00:00
202;582;3;0xE32A6DE54683474E86AA76C6B39319BA;01/09/2003 00:00:00
203;1021;3;0xB52E375A482AD343ADE1A67DEDEA0E20;01/07/2001 00:00:00
204;1022;3;0xF9E1D78D87848B44A482170F3DE886B7;01/07/2001 00:00:00
205;1023;3;0x9D88D18845E0CC40A9CE51C8614947E5;01/07/2003 00:00:00
206;930;3;0x7713A627A366ED4CBFBCD2F028018849;01/08/2001 00:00:00
207;931;3;0xB83D3C4798A52A45840D2F1028FB9425;01/08/2002 00:00:00
208;478;3;0x0BDBDB741001FA44941C98BCD90C7D86;01/08/2001 00:00:00
209;479;3;0xE757E53611CFEE46BAAFBCF1AA3BDC4E;01/08/2001 00:00:00
210;480;3;0x53DA7D6F9D7B1047AEB920EA0EA5098B;01/08/2001 00:00:00
211;686;3;0xD832B51057DA06438BC37FDAF9F19A0C;01/11/2002 00:00:00
212;726;3;0xD630A91D888C9043A1C499018C329D02;01/09/2003 00:00:00
213;416;3;0x28E3D4DFF0E23B4286C4E09FC29E3BFF;01/08/2003 00:00:00
214;646;3;0xB0365A24BB5AC14183B6E993E4ECA1A4;01/08/2002 00:00:00
215;777;3;0x439ECD647860544A970DC7B42EA08C0C;01/10/2001 00:00:00
216;778;3;0x82BA8EEFDAA7974E9D8DC00F5BD3DEA9;01/09/2001 00:00:00
217;856;3;0x610C74C180C66F46B8D151CF235BC6E9;01/11/2002 00:00:00
218;857;3;0x3196B7D9F5E18445BAC5A4C71EA74448;01/08/2001 00:00:00
219;583;3;0xC645485D05591247908B5084FCC3B04F;01/03/2003 00:00:00
220;584;3;0x7D8D6620DAB2DD4383DB4F02A269924B;01/07/2003 00:00:00
221;1024;3;0x3B2EB006C6F6AD4BBECB7B9FD91B7F64;01/07/2001 00:00:00
222;1025;3;0xE5681F6980A09941A039207C1993BD7D;01/09/2001 00:00:00
222;11381;5;0x9A838CC47F4B27499704589178587F6C;01/09/2001 00:00:00
223;1026;3;0xF7221396004919449267C58A1F7E7AE5;01/09/2003 00:00:00
224;932;3;0x9EDD3D212DB11D438DD3CA9E7FF8441D;01/08/2002 00:00:00
225;933;3;0xA3D36448B6B4574CBDE22381A35EEA28;01/09/2002 00:00:00
226;481;3;0x45647575830F3C42B065CC359F478DA1;01/08/2002 00:00:00
227;482;3;0x02A9BA50533DD242A154F4C007975943;01/07/2001 00:00:00
228;483;3;0x89394AE842EE5247A6F0DED83AFBF901;01/09/2003 00:00:00
229;687;3;0xEE07510323E9F34EB38A4F81413C2834;01/07/2002 00:00:00
230;727;3;0x994DD5B5F9A48F4D85F0ECD8C994BAA4;01/08/2003 00:00:00
231;417;3;0xDA9FE3F27EDB7546B231DF05FBC87BB2;01/07/2003 00:00:00
232;647;3;0x394C608B3EA01449A7556011E2836BCA;01/07/2003 00:00:00
233;779;3;0x851F11191A58DF49A5D4E906FC965454;01/08/2002 00:00:00
234;780;3;0x0CDADCD1E0ADAA4B889DCD1476A52539;01/07/2002 00:00:00
235;858;3;0xF8136E388A729F4C8CE738AFC5BD605B;01/09/2002 00:00:00
236;859;3;0xB4E40ED514F6BD48B4CB0B57BC374F06;01/08/2002 00:00:00
237;585;3;0x1474880B5A13F64394DC60A220362C6D;01/08/2002 00:00:00
238;586;3;0x1A496C813B70124FAA02FD8B863ECD70;01/09/2001 00:00:00
239;1027;3;0xA6FF7D837D8E634D871D6E11EE484190;01/09/2002 00:00:00
240;1028;3;0x5662844C30C1844FA012D99D100C557F;01/08/2001 00:00:00
241;1029;3;0x2F5699B5F64C714C8C0279E80522D00F;01/07/2003 00:00:00
242;934;3;0xDE77FB5894916F47B439CBD700CF6741;01/07/2002 00:00:00
243;935;3;0xE3C166185A01EE4FB3EBE5D9C338DB1E;01/06/2003 00:00:00
244;484;3;0x9E35C75CB12CF94697A25D94A6C9F90E;01/06/2004 00:00:00
245;485;3;0xC55045FF5DF235419EF5E110F3FB5D91;01/07/2002 00:00:00
246;486;3;0xC6D17511E0868C4192E417D4FC9DE2CD;01/07/2002 00:00:00
247;688;3;0xFBA26B280901D946B9ACE7B63241F204;01/08/2002 00:00:00
248;728;3;0x9F52F961AB13C6488B932FFD02DF1D80;01/10/2003 00:00:00
249;418;3;0x10AB16D824D32D478DE861531AE1F87F;01/09/2003 00:00:00
250;648;3;0x398939F3ADA97D4BBA7E14624F7D43BA;01/08/2003 00:00:00
251;781;3;0xA9ED8738DA445F40BACA16B854BEFEC3;01/08/2003 00:00:00
252;782;3;0x8FA72FC75B16394A836194F59C60192E;01/10/2001 00:00:00
253;860;3;0x8666CE27CE060F4BAEA635CCC189492D;01/07/2002 00:00:00
254;185;5;0x6C266447A00FDB4A913F013DA52D6353;01/09/2002 00:00:00
254;861;3;0x57392330B2E9104C96216704AD79D316;01/09/2002 00:00:00
255;587;3;0xA835B2E6BA567B47B6745791C69EAAA9;01/08/2001 00:00:00
256;588;3;0x3A9B3597BDCB774D8EF1C00A9235DCD8;01/08/2001 00:00:00
257;1030;3;0x07A212400D368941833C61B0EBE4E593;01/08/2002 00:00:00
258;1031;3;0xB86F4CD55C9BD348BBD745F522DD6678;01/08/2002 00:00:00
259;1032;3;0xF6A3CB704055C840A3BBF3B068B724B9;01/08/2001 00:00:00
260;936;3;0x2FE5DE4B95DDAE41A679BC023E236702;01/08/2003 00:00:00
261;937;3;0xA463147B46F0D5408F4EB52C2FC0329B;01/08/2003 00:00:00
262;487;3;0xE6D1F4DE40BEB943B6BF0BA395F7D377;01/09/2002 00:00:00
263;488;3;0xED12B779C6918C4191CB8AF9169546E8;01/08/2003 00:00:00
264;489;3;0x324807ACECAD12439BF722D56EB4CEB9;01/08/2003 00:00:00
265;689;3;0x8E2E0EF12C988E43B59E1B082D65273E;01/07/2002 00:00:00
266;729;3;0x6279E7B133D38B4AA5924EABB97B3AE1;01/08/2003 00:00:00
267;419;3;0x59E75C1C63675849801D7D309773E563;01/09/2003 00:00:00
268;649;3;0x7722DC5688C24C48AFB352624182ABA6;01/09/2003 00:00:00
269;783;3;0xD5215944CABDED4BA06F3DF26810EF57;01/07/2001 00:00:00
270;784;3;0x2C9DB2EF65CA3642ADECFF9A44FAEB43;01/08/2001 00:00:00
271;862;3;0xCA1A3CEA467D42488A524A5E04DE9E13;01/11/2001 00:00:00
272;863;3;0x4CA37C3405524E4683F7BEB956DFDF7D;01/09/2001 00:00:00
273;589;3;0x46DC98882D3B34488CA22658F2B1F48A;01/09/2001 00:00:00
274;590;3;0x6B28F096FF48E9458B3B3ADE877E8896;01/07/2002 00:00:00
275;1033;3;0x4FCCB75BE9587A448012E36AB7AE7F67;01/07/2003 00:00:00
276;1034;3;0x5B48992F2A95D444A5AF5A94FACA240E;01/09/2003 00:00:00
277;1035;3;0x48B10779F2D4B7488D9C122B8C09CBB8;01/09/2002 00:00:00
278;30;5;0xCE5136277196984A85DF6DEC0A28F68F;01/08/2001 00:00:00
278;938;3;0x3F86D1D17F038A4E8FA1E9BB91787FFD;01/08/2001 00:00:00
279;939;3;0x0C609EA26F288F49ABAFE258BC206631;01/09/2001 00:00:00
280;490;3;0xC37EB421651D2D4C9E8D088852776795;01/08/2002 00:00:00
281;491;3;0x7F75BC7290584A41948FEF5C3EE0F5EC;01/09/2003 00:00:00
282;492;3;0x2E5F87223B323845A890C5C8F7ECC08D;01/09/2003 00:00:00
283;690;3;0xB2946C1A2AB3F042B54891387234B5E5;01/08/2003 00:00:00
284;730;3;0x049407498F1BE6478ABDC79D42E5DE3B;01/09/2003 00:00:00
285;420;3;0xFA6EB9CFDA26084D9C4090DAA7005329;01/09/2003 00:00:00
286;650;3;0x68E7D58A7890C244A6EF5C43D018B618;01/07/2002 00:00:00
287;785;3;0xCF69A3E7BF652647AE8DDD158061D34D;01/08/2001 00:00:00
288;786;3;0x5784A0EFD8C8AF4DA27FBF6DFAF76863;01/12/2002 00:00:00
289;864;3;0x19C75100ECAEF0468430562D074BE9E9;01/08/2001 00:00:00
290;865;3;0xF66F3CD7C7274B41BBCBC443F6C351FF;01/07/2002 00:00:00
291;591;3;0x311E82260E0E734DA49434F630B636C4;01/09/2002 00:00:00
292;592;3;0x216EF8FF2F3FEE4DA66FE750ACEB288C;01/07/2001 00:00:00
293;1036;3;0x363F21C24B137248AEC02F5EC24F7BCA;01/09/2001 00:00:00
294;1037;3;0xC7075260C95CCF46951CC7A239F51AAE;01/09/2001 00:00:00
295;1038;3;0xD8DDC45D9ABED24B9F359F81743296E8;01/09/2003 00:00:00
296;940;3;0x08195D6F40170242AEF64A764237DC79;01/08/2002 00:00:00
297;941;3;0xB2CA876F27F42148AA7D45B539B2CEA5;01/09/2003 00:00:00
298;493;3;0x34322BD292B96A4BA566981561B7A413;01/09/2003 00:00:00
299;494;3;0x4D0E8A60EB165E49ACDCB2882FF708B6;01/07/2002 00:00:00
300;495;3;0x63A4122AA0DC0F4883D6AB58A43E1D24;01/09/2002 00:00:00
301;691;3;0x1822295F74C7314293EEA7092691705A;01/08/2002 00:00:00
302;731;3;0x3B3ABC560F38314C8EB9AAB2AC234D87;01/07/2003 00:00:00
303;421;3;0x935F50BDAC4A7D43AFFB7CE9FF1541DB;01/09/2003 00:00:00
304;651;3;0x531C20161053EA448AF352C501233509;01/09/2003 00:00:00
305;787;3;0xC49D8414D0386440A5AE9A540506E9DB;01/07/2003 00:00:00
306;788;3;0x6785C965796AF044BE71264547362402;01/09/2002 00:00:00
307;866;3;0x743EC85630D7DC4492DEFA90D4EABD52;01/08/2003 00:00:00
308;867;3;0x89904F0EEA87FB4EB7D439D32324556E;01/09/2003 00:00:00
309;593;3;0xB0E8D11526E65C46A56598500B56C077;01/08/2001 00:00:00
310;594;3;0x50385B47D42CA348AF69355FD0158A35;01/08/2002 00:00:00
