"ProductID";"StartDate";"EndDate";"StandardCost";"ModifiedDate"
759;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
760;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
760;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
761;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
761;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
762;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
762;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
763;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
763;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
764;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
764;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
765;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
765;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
766;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
766;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
767;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
767;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
768;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
768;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
769;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
769;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
770;01/07/2001 00:00:00;30/06/2002 00:00:00;413,146;30/06/2002 00:00:00
770;01/07/2002 00:00:00;30/06/2003 00:00:00;486,707;30/06/2003 00:00:00
771;01/07/2001 00:00:00;30/06/2002 00:00:00;1912,154;30/06/2002 00:00:00
772;01/07/2001 00:00:00;30/06/2002 00:00:00;1912,154;30/06/2002 00:00:00
773;01/07/2001 00:00:00;30/06/2002 00:00:00;1912,154;30/06/2002 00:00:00
774;01/07/2001 00:00:00;30/06/2002 00:00:00;1912,154;30/06/2002 00:00:00
775;01/07/2001 00:00:00;30/06/2002 00:00:00;1898,094;30/06/2002 00:00:00
776;01/07/2001 00:00:00;30/06/2002 00:00:00;1898,094;30/06/2002 00:00:00
777;01/07/2001 00:00:00;30/06/2002 00:00:00;1898,094;30/06/2002 00:00:00
778;01/07/2001 00:00:00;30/06/2002 00:00:00;1898,094;30/06/2002 00:00:00
779;01/07/2002 00:00:00;30/06/2003 00:00:00;1117,856;30/06/2003 00:00:00
779;01/07/2003 00:00:00;null;1265,62;17/06/2003 00:00:00
780;01/07/2002 00:00:00;30/06/2003 00:00:00;1117,856;30/06/2003 00:00:00
780;01/07/2003 00:00:00;null;1265,62;17/06/2003 00:00:00
781;01/07/2002 00:00:00;30/06/2003 00:00:00;1117,856;30/06/2003 00:00:00
781;01/07/2003 00:00:00;null;1265,62;17/06/2003 00:00:00
782;01/07/2002 00:00:00;30/06/2003 00:00:00;1105,81;30/06/2003 00:00:00
782;01/07/2003 00:00:00;null;1251,981;17/06/2003 00:00:00
783;01/07/2002 00:00:00;30/06/2003 00:00:00;1105,81;30/06/2003 00:00:00
783;01/07/2003 00:00:00;null;1251,981;17/06/2003 00:00:00
784;01/07/2002 00:00:00;30/06/2003 00:00:00;1105,81;30/06/2003 00:00:00
784;01/07/2003 00:00:00;null;1251,981;17/06/2003 00:00:00
785;01/07/2002 00:00:00;30/06/2003 00:00:00;598,435;30/06/2003 00:00:00
786;01/07/2002 00:00:00;30/06/2003 00:00:00;598,435;30/06/2003 00:00:00
787;01/07/2002 00:00:00;30/06/2003 00:00:00;598,435;30/06/2003 00:00:00
788;01/07/2002 00:00:00;30/06/2003 00:00:00;598,435;30/06/2003 00:00:00
789;01/07/2002 00:00:00;30/06/2003 00:00:00;1518,786;30/06/2003 00:00:00
790;01/07/2002 00:00:00;30/06/2003 00:00:00;1518,786;30/06/2003 00:00:00
791;01/07/2002 00:00:00;30/06/2003 00:00:00;1518,786;30/06/2003 00:00:00
792;01/07/2002 00:00:00;30/06/2003 00:00:00;1320,684;30/06/2003 00:00:00
792;01/07/2003 00:00:00;null;1554,948;17/06/2003 00:00:00
793;01/07/2002 00:00:00;30/06/2003 00:00:00;1320,684;30/06/2003 00:00:00
793;01/07/2003 00:00:00;null;1554,948;17/06/2003 00:00:00
794;01/07/2002 00:00:00;30/06/2003 00:00:00;1320,684;30/06/2003 00:00:00
794;01/07/2003 00:00:00;null;1554,948;17/06/2003 00:00:00
795;01/07/2002 00:00:00;30/06/2003 00:00:00;1320,684;30/06/2003 00:00:00
795;01/07/2003 00:00:00;null;1554,948;17/06/2003 00:00:00
796;01/07/2002 00:00:00;30/06/2003 00:00:00;1320,684;30/06/2003 00:00:00
796;01/07/2003 00:00:00;null;1554,948;17/06/2003 00:00:00
797;01/07/2002 00:00:00;30/06/2003 00:00:00;605,649;30/06/2003 00:00:00
797;01/07/2003 00:00:00;null;713,08;17/06/2003 00:00:00
798;01/07/2002 00:00:00;30/06/2003 00:00:00;605,649;30/06/2003 00:00:00
798;01/07/2003 00:00:00;null;713,08;17/06/2003 00:00:00
799;01/07/2002 00:00:00;30/06/2003 00:00:00;605,649;30/06/2003 00:00:00
799;01/07/2003 00:00:00;null;713,08;17/06/2003 00:00:00
800;01/07/2002 00:00:00;30/06/2003 00:00:00;605,649;30/06/2003 00:00:00
800;01/07/2003 00:00:00;null;713,08;17/06/2003 00:00:00
801;01/07/2002 00:00:00;30/06/2003 00:00:00;605,649;30/06/2003 00:00:00
801;01/07/2003 00:00:00;null;713,08;17/06/2003 00:00:00
802;01/07/2002 00:00:00;30/06/2003 00:00:00;65,81;30/06/2003 00:00:00
803;01/07/2002 00:00:00;30/06/2003 00:00:00;77,918;30/06/2003 00:00:00
804;01/07/2002 00:00:00;30/06/2003 00:00:00;101,894;30/06/2003 00:00:00
805;01/07/2002 00:00:00;30/06/2003 00:00:00;15,185;30/06/2003 00:00:00
806;01/07/2002 00:00:00;30/06/2003 00:00:00;45,417;30/06/2003 00:00:00
807;01/07/2002 00:00:00;30/06/2003 00:00:00;55,38;30/06/2003 00:00:00
808;01/07/2002 00:00:00;30/06/2003 00:00:00;17,978;30/06/2003 00:00:00
808;01/07/2003 00:00:00;null;19,776;17/06/2003 00:00:00
809;01/07/2002 00:00:00;30/06/2003 00:00:00;24,993;30/06/2003 00:00:00
809;01/07/2003 00:00:00;null;27,493;17/06/2003 00:00:00
810;01/07/2002 00:00:00;30/06/2003 00:00:00;48,545;30/06/2003 00:00:00
810;01/07/2003 00:00:00;null;53,4;17/06/2003 00:00:00
811;01/07/2002 00:00:00;30/06/2003 00:00:00;17,978;30/06/2003 00:00:00
811;01/07/2003 00:00:00;null;19,776;17/06/2003 00:00:00
812;01/07/2002 00:00:00;30/06/2003 00:00:00;24,993;30/06/2003 00:00:00
812;01/07/2003 00:00:00;null;27,493;17/06/2003 00:00:00
813;01/07/2002 00:00:00;30/06/2003 00:00:00;48,545;30/06/2003 00:00:00
813;01/07/2003 00:00:00;null;53,4;17/06/2003 00:00:00
814;01/07/2002 00:00:00;30/06/2003 00:00:00;185,819;30/06/2003 00:00:00
815;01/07/2002 00:00:00;30/06/2003 00:00:00;26,971;30/06/2003 00:00:00
816;01/07/2002 00:00:00;30/06/2003 00:00:00;92,807;30/06/2003 00:00:00
817;01/07/2002 00:00:00;30/06/2003 00:00:00;133,296;30/06/2003 00:00:00
818;01/07/2002 00:00:00;30/06/2003 00:00:00;37,991;30/06/2003 00:00:00
819;01/07/2002 00:00:00;30/06/2003 00:00:00;110,283;30/06/2003 00:00:00
820;01/07/2002 00:00:00;30/06/2003 00:00:00;146,547;30/06/2003 00:00:00
821;01/07/2002 00:00:00;30/06/2003 00:00:00;96,796;30/06/2003 00:00:00
822;01/07/2002 00:00:00;30/06/2003 00:00:00;300,119;30/06/2003 00:00:00
822;01/07/2003 00:00:00;null;360,943;17/06/2003 00:00:00
823;01/07/2002 00:00:00;30/06/2003 00:00:00;38,959;30/06/2003 00:00:00
824;01/07/2002 00:00:00;30/06/2003 00:00:00;104,795;30/06/2003 00:00:00
825;01/07/2002 00:00:00;30/06/2003 00:00:00;145,284;30/06/2003 00:00:00
826;01/07/2002 00:00:00;30/06/2003 00:00:00;49,979;30/06/2003 00:00:00
827;01/07/2002 00:00:00;30/06/2003 00:00:00;122,271;30/06/2003 00:00:00
828;01/07/2002 00:00:00;30/06/2003 00:00:00;158,535;30/06/2003 00:00:00
829;01/07/2002 00:00:00;30/06/2003 00:00:00;108,784;30/06/2003 00:00:00
830;01/07/2002 00:00:00;30/06/2003 00:00:00;185,819;30/06/2003 00:00:00
831;01/07/2002 00:00:00;30/06/2003 00:00:00;185,819;30/06/2003 00:00:00
832;01/07/2002 00:00:00;30/06/2003 00:00:00;185,819;30/06/2003 00:00:00
833;01/07/2002 00:00:00;30/06/2003 00:00:00;300,119;30/06/2003 00:00:00
833;01/07/2003 00:00:00;null;360,943;17/06/2003 00:00:00
834;01/07/2002 00:00:00;30/06/2003 00:00:00;300,119;30/06/2003 00:00:00
834;01/07/2003 00:00:00;null;360,943;17/06/2003 00:00:00
835;01/07/2002 00:00:00;30/06/2003 00:00:00;300,119;30/06/2003 00:00:00
835;01/07/2003 00:00:00;null;360,943;17/06/2003 00:00:00
836;01/07/2002 00:00:00;30/06/2003 00:00:00;300,119;30/06/2003 00:00:00
836;01/07/2003 00:00:00;null;360,943;17/06/2003 00:00:00
837;01/07/2002 00:00:00;30/06/2003 00:00:00;722,257;30/06/2003 00:00:00
837;01/07/2003 00:00:00;null;868,634;17/06/2003 00:00:00
838;01/07/2002 00:00:00;30/06/2003 00:00:00;722,257;30/06/2003 00:00:00
838;01/07/2003 00:00:00;null;868,634;17/06/2003 00:00:00
839;01/07/2002 00:00:00;30/06/2003 00:00:00;722,257;30/06/2003 00:00:00
839;01/07/2003 00:00:00;null;868,634;17/06/2003 00:00:00
840;01/07/2002 00:00:00;30/06/2003 00:00:00;722,257;30/06/2003 00:00:00
840;01/07/2003 00:00:00;null;868,634;17/06/2003 00:00:00
841;01/07/2002 00:00:00;30/06/2003 00:00:00;24,746;30/06/2003 00:00:00
842;01/07/2002 00:00:00;30/06/2003 00:00:00;51,563;30/06/2003 00:00:00
843;01/07/2002 00:00:00;30/06/2003 00:00:00;10,313;30/06/2003 00:00:00
844;01/07/2002 00:00:00;30/06/2003 00:00:00;8,246;30/06/2003 00:00:00
845;01/07/2002 00:00:00;30/06/2003 00:00:00;10,308;30/06/2003 00:00:00
846;01/07/2002 00:00:00;30/06/2003 00:00:00;5,771;30/06/2003 00:00:00
847;01/07/2002 00:00:00;30/06/2003 00:00:00;14,433;30/06/2003 00:00:00
848;01/07/2002 00:00:00;30/06/2003 00:00:00;18,558;30/06/2003 00:00:00
849;01/07/2002 00:00:00;30/06/2003 00:00:00;24,746;30/06/2003 00:00:00
850;01/07/2002 00:00:00;30/06/2003 00:00:00;24,746;30/06/2003 00:00:00
851;01/07/2002 00:00:00;30/06/2003 00:00:00;24,746;30/06/2003 00:00:00
852;01/07/2002 00:00:00;30/06/2003 00:00:00;30,933;30/06/2003 00:00:00
853;01/07/2002 00:00:00;30/06/2003 00:00:00;30,933;30/06/2003 00:00:00
854;01/07/2002 00:00:00;30/06/2003 00:00:00;30,933;30/06/2003 00:00:00
855;01/07/2002 00:00:00;30/06/2003 00:00:00;37,121;30/06/2003 00:00:00
856;01/07/2002 00:00:00;30/06/2003 00:00:00;37,121;30/06/2003 00:00:00
857;01/07/2002 00:00:00;30/06/2003 00:00:00;37,121;30/06/2003 00:00:00
858;01/07/2002 00:00:00;30/06/2003 00:00:00;9,714;30/06/2003 00:00:00
858;01/07/2003 00:00:00;null;9,159;17/06/2003 00:00:00
859;01/07/2002 00:00:00;30/06/2003 00:00:00;9,714;30/06/2003 00:00:00
859;01/07/2003 00:00:00;null;9,159;17/06/2003 00:00:00
860;01/07/2002 00:00:00;30/06/2003 00:00:00;9,714;30/06/2003 00:00:00
860;01/07/2003 00:00:00;null;9,159;17/06/2003 00:00:00
861;01/07/2002 00:00:00;30/06/2003 00:00:00;15,671;30/06/2003 00:00:00
862;01/07/2002 00:00:00;30/06/2003 00:00:00;15,671;30/06/2003 00:00:00
863;01/07/2002 00:00:00;30/06/2003 00:00:00;15,671;30/06/2003 00:00:00
864;01/07/2003 00:00:00;null;23,749;17/06/2003 00:00:00
865;01/07/2003 00:00:00;null;23,749;17/06/2003 00:00:00
866;01/07/2003 00:00:00;null;23,749;17/06/2003 00:00:00
867;01/07/2003 00:00:00;null;26,176;17/06/2003 00:00:00
868;01/07/2003 00:00:00;null;26,176;17/06/2003 00:00:00
869;01/07/2003 00:00:00;null;26,176;17/06/2003 00:00:00
870;01/07/2003 00:00:00;null;1,866;17/06/2003 00:00:00
871;01/07/2003 00:00:00;null;3,736;17/06/2003 00:00:00
872;01/07/2003 00:00:00;null;3,362;17/06/2003 00:00:00
873;01/07/2003 00:00:00;null;0,857;17/06/2003 00:00:00
874;01/07/2003 00:00:00;null;3,362;17/06/2003 00:00:00
875;01/07/2003 00:00:00;null;3,362;17/06/2003 00:00:00
876;01/07/2003 00:00:00;null;44,88;17/06/2003 00:00:00
877;01/07/2003 00:00:00;null;2,973;17/06/2003 00:00:00
878;01/07/2003 00:00:00;null;8,221;17/06/2003 00:00:00
879;01/07/2003 00:00:00;null;59,466;17/06/2003 00:00:00
880;01/07/2003 00:00:00;null;20,566;17/06/2003 00:00:00
881;01/07/2003 00:00:00;null;41,572;17/06/2003 00:00:00
882;01/07/2003 00:00:00;null;41,572;17/06/2003 00:00:00
883;01/07/2003 00:00:00;null;41,572;17/06/2003 00:00:00
884;01/07/2003 00:00:00;null;41,572;17/06/2003 00:00:00
885;01/07/2003 00:00:00;null;601,744;17/06/2003 00:00:00
886;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
887;01/07/2003 00:00:00;null;601,744;17/06/2003 00:00:00
888;01/07/2003 00:00:00;null;601,744;17/06/2003 00:00:00
889;01/07/2003 00:00:00;null;601,744;17/06/2003 00:00:00
890;01/07/2003 00:00:00;null;601,744;17/06/2003 00:00:00
891;01/07/2003 00:00:00;null;601,744;17/06/2003 00:00:00
892;01/07/2003 00:00:00;null;601,744;17/06/2003 00:00:00
893;01/07/2003 00:00:00;null;601,744;17/06/2003 00:00:00
894;01/07/2003 00:00:00;null;53,928;17/06/2003 00:00:00
895;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
896;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
897;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
898;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
899;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
900;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
901;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
902;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
903;01/07/2003 00:00:00;null;199,852;17/06/2003 00:00:00
904;01/07/2003 00:00:00;null;199,376;17/06/2003 00:00:00
905;01/07/2003 00:00:00;null;199,376;17/06/2003 00:00:00
906;01/07/2003 00:00:00;null;199,376;17/06/2003 00:00:00
907;01/07/2003 00:00:00;null;47,286;17/06/2003 00:00:00
908;01/07/2003 00:00:00;null;12,041;17/06/2003 00:00:00
909;01/07/2003 00:00:00;null;17,378;17/06/2003 00:00:00
910;01/07/2003 00:00:00;null;23,372;17/06/2003 00:00:00
911;01/07/2003 00:00:00;null;12,041;17/06/2003 00:00:00
912;01/07/2003 00:00:00;null;17,378;17/06/2003 00:00:00
913;01/07/2003 00:00:00;null;23,372;17/06/2003 00:00:00
914;01/07/2003 00:00:00;null;12,041;17/06/2003 00:00:00
915;01/07/2003 00:00:00;null;17,378;17/06/2003 00:00:00
916;01/07/2003 00:00:00;null;23,372;17/06/2003 00:00:00
917;01/07/2003 00:00:00;null;144,594;17/06/2003 00:00:00
918;01/07/2003 00:00:00;null;144,594;17/06/2003 00:00:00
919;01/07/2003 00:00:00;null;144,594;17/06/2003 00:00:00
920;01/07/2003 00:00:00;null;144,594;17/06/2003 00:00:00
921;01/07/2003 00:00:00;null;1,866;17/06/2003 00:00:00
922;01/07/2003 00:00:00;null;1,492;17/06/2003 00:00:00
923;01/07/2003 00:00:00;null;1,866;17/06/2003 00:00:00
924;01/07/2003 00:00:00;null;136,785;17/06/2003 00:00:00
925;01/07/2003 00:00:00;null;136,785;17/06/2003 00:00:00
926;01/07/2003 00:00:00;null;136,785;17/06/2003 00:00:00
927;01/07/2003 00:00:00;null;136,785;17/06/2003 00:00:00
928;01/07/2003 00:00:00;null;9,346;17/06/2003 00:00:00
929;01/07/2003 00:00:00;null;11,216;17/06/2003 00:00:00
930;01/07/2003 00:00:00;null;13,09;17/06/2003 00:00:00
931;01/07/2003 00:00:00;null;8,037;17/06/2003 00:00:00
932;01/07/2003 00:00:00;null;9,346;17/06/2003 00:00:00
933;01/07/2003 00:00:00;null;12,192;17/06/2003 00:00:00
934;01/07/2003 00:00:00;null;10,842;17/06/2003 00:00:00
935;01/07/2003 00:00:00;null;17,978;17/06/2003 00:00:00
936;01/07/2003 00:00:00;null;27,568;17/06/2003 00:00:00
937;01/07/2003 00:00:00;null;35,96;17/06/2003 00:00:00
938;01/07/2003 00:00:00;null;17,978;17/06/2003 00:00:00
939;01/07/2003 00:00:00;null;27,568;17/06/2003 00:00:00
940;01/07/2003 00:00:00;null;35,96;17/06/2003 00:00:00
941;01/07/2003 00:00:00;null;35,96;17/06/2003 00:00:00
942;01/07/2003 00:00:00;null;199,376;17/06/2003 00:00:00
943;01/07/2003 00:00:00;null;136,785;17/06/2003 00:00:00
944;01/07/2003 00:00:00;null;144,594;17/06/2003 00:00:00
945;01/07/2003 00:00:00;null;40,622;17/06/2003 00:00:00
946;01/07/2003 00:00:00;null;20,464;17/06/2003 00:00:00
947;01/07/2003 00:00:00;null;40,657;17/06/2003 00:00:00
