"CustomerID";"TerritoryID";"AccountNumber";"CustomerType";"rowguid";"ModifiedDate"
75;4;"AW00000075";"S";0x0EEDCF557B1A9C409AFF297065965870;13/10/2004 11:15:07
76;3;"AW00000076";"S";0x99D227525EB06C4DA1C9DA63154869BA;13/10/2004 11:15:07
77;4;"AW00000077";"S";0x3C11F9B3CE8FE1479F0438A0C68917C6;13/10/2004 11:15:07
78;4;"AW00000078";"S";0xAB83808C4379FA44B1AD8E3ABD5D66EE;13/10/2004 11:15:07
79;3;"AW00000079";"S";0xA68A0D01BACE97409E673B2A9674FD5F;13/10/2004 11:15:07
80;5;"AW00000080";"S";0xC4B8DC98C0E7E743B4292CB4D8A8D90D;13/10/2004 11:15:07
81;5;"AW00000081";"S";0x69375EE2DCCAA64D912009C3B2205475;13/10/2004 11:15:07
82;6;"AW00000082";"S";0xCE8E619254225248B3B346ED2E0E3E1A;13/10/2004 11:15:07
83;6;"AW00000083";"S";0x70F1018ED364744B82E1D1691AE9F37C;13/10/2004 11:15:07
84;6;"AW00000084";"S";0xCE14A6453731124A829624048C18F320;13/10/2004 11:15:07
85;7;"AW00000085";"S";0xF50040B41B903441979DF9A9BEA5A598;13/10/2004 11:15:07
86;8;"AW00000086";"S";0x02278B2A4446024090E499A8ADBA5261;13/10/2004 11:15:07
87;9;"AW00000087";"S";0x218BFB0706FBF8498CD59956273CD78A;13/10/2004 11:15:07
88;10;"AW00000088";"S";0x31DAFE11B615084F9357355371D4D928;13/10/2004 11:15:07
89;2;"AW00000089";"S";0x94E94FA398109F43A042EE670BF2FA33;13/10/2004 11:15:07
90;5;"AW00000090";"S";0xF9D1C76FE611744590B37AA6FFC1EBD9;13/10/2004 11:15:07
91;1;"AW00000091";"S";0xC34F319F44961244A90A5483F75F665B;13/10/2004 11:15:07
92;1;"AW00000092";"S";0xC31224675D5D8B48B176E3DAFAD05D70;13/10/2004 11:15:07
93;4;"AW00000093";"S";0xC2429B24AE8EF149A560A90837748654;13/10/2004 11:15:07
94;4;"AW00000094";"S";0xDA08BE65B7DFC84BAA5CFAD98B82524E;13/10/2004 11:15:07
95;4;"AW00000095";"S";0x21C60BEA6694044FBBFF3B361C6F9057;13/10/2004 11:15:07
96;4;"AW00000096";"S";0xDAB4C5BAB000F14B816A1E39F676BF9B;13/10/2004 11:15:07
97;4;"AW00000097";"S";0xD8B55E354C6BFF4FB12B40F89CA4E31D;13/10/2004 11:15:07
98;5;"AW00000098";"S";0x5D48377DCFA4084C8D3C364DEEC7C841;13/10/2004 11:15:07
99;5;"AW00000099";"S";0x3EA683855934C7448736A92E0A7135F2;13/10/2004 11:15:07
100;6;"AW00000100";"S";0xDDF689E75931DC4D81A88571C571656E;13/10/2004 11:15:07
101;6;"AW00000101";"S";0x374FAD6767243844A749D947BEEC3A92;13/10/2004 11:15:07
102;6;"AW00000102";"S";0x4BF79C950410F5439AB74CDD482C847D;13/10/2004 11:15:07
103;7;"AW00000103";"S";0x6F0E39225FACED4D8EE591C1302C7FA2;13/10/2004 11:15:07
104;8;"AW00000104";"S";0x1005BEFFBE53D946940663AFEE95DE3A;13/10/2004 11:15:07
105;9;"AW00000105";"S";0xA37E38F935EFB249B535E02368D2C0FD;13/10/2004 11:15:07
106;10;"AW00000106";"S";0xD5F7FBAA598762499DEB77C6E22875F4;13/10/2004 11:15:07
107;2;"AW00000107";"S";0x57CA229546026A49AE49D9821CD67817;13/10/2004 11:15:07
108;2;"AW00000108";"S";0xE056E7D1D1A0D643A7CBAC5C5EF404E7;13/10/2004 11:15:07
109;1;"AW00000109";"S";0x0B79857534602045A3839FA1E8B3E76E;13/10/2004 11:15:07
110;1;"AW00000110";"S";0xF0F3C282B863CC46AEDC3A856956EF04;13/10/2004 11:15:07
111;3;"AW00000111";"S";0x1A15220140916346A3EBA442D88BC1BB;13/10/2004 11:15:07
112;4;"AW00000112";"S";0xD6E435505837A64FA4622E2ECF52E6F0;13/10/2004 11:15:07
113;4;"AW00000113";"S";0x6C96848A385DCA41990FAD107558A6B8;13/10/2004 11:15:07
114;4;"AW00000114";"S";0x61AEC5BC1482A144A43CFBD65C3745AE;13/10/2004 11:15:07
115;1;"AW00000115";"S";0x47700F089683EC4CAB4356CF41DE4E00;13/10/2004 11:15:07
116;5;"AW00000116";"S";0x97461C0608F8314C823E5E8E60EFE0AA;13/10/2004 11:15:07
117;5;"AW00000117";"S";0x09614018ACF4304FA96F4E056996DE56;13/10/2004 11:15:07
118;6;"AW00000118";"S";0xD2FBEA5F434A41468E94B3059B2A882E;13/10/2004 11:15:07
119;6;"AW00000119";"S";0xEF4532D16782B44C87C9C23155D33E93;13/10/2004 11:15:07
120;6;"AW00000120";"S";0x183C86259A4CC94BBE0D95F4CF67BF7D;13/10/2004 11:15:07
121;7;"AW00000121";"S";0x87FF7274BC0F1F4DB599D47B51B41CF0;13/10/2004 11:15:07
122;8;"AW00000122";"S";0x6DB94E0965D24D47869ED9BACE4745A7;13/10/2004 11:15:07
123;9;"AW00000123";"S";0x15810ABC8F7EAA4F947FFD315C30250D;13/10/2004 11:15:07
124;10;"AW00000124";"S";0x314C612FAEABD042820B193F0DDC811E;13/10/2004 11:15:07
125;2;"AW00000125";"S";0x376EAF69D1EABD4F82F061CE3B35F943;13/10/2004 11:15:07
126;2;"AW00000126";"S";0x01FE3EB033330548991399323C143526;13/10/2004 11:15:07
127;1;"AW00000127";"S";0x3F1055EFC7ACFD4B89B120A04845E706;13/10/2004 11:15:07
128;1;"AW00000128";"S";0x743EF703E58D1E42B5AF04B259268DD6;13/10/2004 11:15:07
129;3;"AW00000129";"S";0x4CB33DE017BF7D409423FA22DBFDD292;13/10/2004 11:15:07
130;4;"AW00000130";"S";0xC2CD6E6043644B4E897F32D4C17AB894;13/10/2004 11:15:07
131;4;"AW00000131";"S";0xCCF70DED3462604D8B81315C019F5356;13/10/2004 11:15:07
132;3;"AW00000132";"S";0xAFE84976AB3DAA43B7DF9776F84DFB71;13/10/2004 11:15:07
133;4;"AW00000133";"S";0x4B57614F5383EC42825C87896E6E16A4;13/10/2004 11:15:07
134;5;"AW00000134";"S";0x67840DFDD948B842A4E6DABC96F58925;13/10/2004 11:15:07
135;5;"AW00000135";"S";0x2F55FDDFE0308A48AC0783C9A7B075C7;13/10/2004 11:15:07
136;6;"AW00000136";"S";0x6747CD8442F19D4D9033AD3ADE34BF74;13/10/2004 11:15:07
137;6;"AW00000137";"S";0xE7AEA1D6EF251744AB1065BC21661864;13/10/2004 11:15:07
138;6;"AW00000138";"S";0x4BEFB991A82F3649AC711FA1B3624D12;13/10/2004 11:15:07
139;7;"AW00000139";"S";0xE2A3A123F016AA4087D4F4AE97D12581;13/10/2004 11:15:07
140;8;"AW00000140";"S";0x337ECD01D0EDA9468505F3E85D9F21F4;13/10/2004 11:15:07
141;9;"AW00000141";"S";0xC89CB2E06D067F4F98C30F5136BB85D9;13/10/2004 11:15:07
142;10;"AW00000142";"S";0x3FD121B8DBE93B4A87D07E867A161575;13/10/2004 11:15:07
143;2;"AW00000143";"S";0xFE3EE995E9780C47B4A74DD6A5D0F14B;13/10/2004 11:15:07
144;2;"AW00000144";"S";0xACA4C153E22DB54A808F523BE758AD29;13/10/2004 11:15:07
145;1;"AW00000145";"S";0x9D60C5FE2B048044B1BA55F2D4107327;13/10/2004 11:15:07
146;1;"AW00000146";"S";0xDDE97554CA988949B7A23FC929BEEA12;13/10/2004 11:15:07
147;3;"AW00000147";"S";0x0B6A8303D87A15418D236EFA0D8DEEA1;13/10/2004 11:15:07
148;3;"AW00000148";"S";0x5558357902A09343BB6E36F90913FA4D;13/10/2004 11:15:07
149;3;"AW00000149";"S";0x949DA9BAC22F1C4A8B672C3210EB90C3;13/10/2004 11:15:07
150;4;"AW00000150";"S";0xD75D5C28D6750D4697BAAA86D86637C0;13/10/2004 11:15:07
151;4;"AW00000151";"S";0xF791287F88DD0B4795AECC9A7D732B1F;13/10/2004 11:15:07
152;5;"AW00000152";"S";0x7E697BE0C174524F818F32531696F7AB;13/10/2004 11:15:07
153;5;"AW00000153";"S";0x66DAC210A232634C998F9B18CDD6E3B0;13/10/2004 11:15:07
154;6;"AW00000154";"S";0x5EF7604F0AB25640874CB7F3BD33BF3F;13/10/2004 11:15:07
155;6;"AW00000155";"S";0x66CD563BDF5D0C43AB413FF6A1836868;13/10/2004 11:15:07
156;6;"AW00000156";"S";0xFBAAFFCFDC98924384F9FB3229F35265;13/10/2004 11:15:07
157;7;"AW00000157";"S";0xB56849DAA06B7844BBDC3A00E9A1B59E;13/10/2004 11:15:07
158;8;"AW00000158";"S";0x9BFB8CC4A245C24DB932BA8C2572E833;13/10/2004 11:15:07
159;9;"AW00000159";"S";0xC8310FEBCFC2CD468F92C4059190A9C6;13/10/2004 11:15:07
160;10;"AW00000160";"S";0x0D512DB4E43A114988CF8D90D6BD0922;13/10/2004 11:15:07
161;2;"AW00000161";"S";0xB317185A906C174CADF8B30A06F92141;13/10/2004 11:15:07
162;2;"AW00000162";"S";0x10EED0F476E23D4A8D3BE1904195F1B8;13/10/2004 11:15:07
163;1;"AW00000163";"S";0x3A9F9F98B87C83408CDA291C682BE73C;13/10/2004 11:15:07
164;1;"AW00000164";"S";0xCA3A325AA274A04CAA3BE1AE299AAD08;13/10/2004 11:15:07
165;4;"AW00000165";"S";0xEAD3DB3C78DA9A4F8EEC8DA4C050C817;13/10/2004 11:15:07
166;4;"AW00000166";"S";0xDCD944F6ED4CE8498587CE859E466DFA;13/10/2004 11:15:07
167;4;"AW00000167";"S";0x134A5D51604E0C4D8F22BB89A9D312AD;13/10/2004 11:15:07
168;4;"AW00000168";"S";0x8683E1FC92F44A4DA6D2FB7EF20C57FC;13/10/2004 11:15:07
169;1;"AW00000169";"S";0x35BC6B2D19BCB44CA61B46899D3A4237;13/10/2004 11:15:07
170;5;"AW00000170";"S";0xE834831FDC3D3045A1D2E0BAB826476E;13/10/2004 11:15:07
171;5;"AW00000171";"S";0x26E9403C0D097A4A9E9DD9222AE910C5;13/10/2004 11:15:07
172;6;"AW00000172";"S";0x1D674C3210DDE24E857A767917ACC2A3;13/10/2004 11:15:07
173;6;"AW00000173";"S";0x982EC1FD8B89224C972FF0EBFBFCB7B0;13/10/2004 11:15:07
174;6;"AW00000174";"S";0xFADE4D9CBDAA514AAB90998985FB7D2F;13/10/2004 11:15:07
175;7;"AW00000175";"S";0x2A34F266C47C5F4FA2188791B21A9173;13/10/2004 11:15:07
176;8;"AW00000176";"S";0x9C9F2110F1BEAC4CA435D75342C43153;13/10/2004 11:15:07
177;9;"AW00000177";"S";0x3714BC6AFF87FE498B919EEEEB4143D4;13/10/2004 11:15:07
178;10;"AW00000178";"S";0x77FBB80567FC7942AEBD4162D21B9A11;13/10/2004 11:15:07
179;2;"AW00000179";"S";0x00B2F8F7941219449DAC8194231AC9B7;13/10/2004 11:15:07
180;3;"AW00000180";"S";0x9EF2CFF764F14E42B005BF8CF317AF27;13/10/2004 11:15:07
181;1;"AW00000181";"S";0xD04C3D3D5D7FD94BA58908881095BC5A;13/10/2004 11:15:07
182;1;"AW00000182";"S";0xF42FDAD3C051CB4FA9361B910458D752;13/10/2004 11:15:07
183;3;"AW00000183";"S";0x571905B211B4E144BCA563FECB5368F2;13/10/2004 11:15:07
184;4;"AW00000184";"S";0x3A525CA68D491443A727D17A8B2779F6;13/10/2004 11:15:07
185;4;"AW00000185";"S";0x1DE914500E7B5A49B429FF915BE9D2FD;13/10/2004 11:15:07
186;4;"AW00000186";"S";0x6EE2D34851C0244BA37FA88F5294F25F;13/10/2004 11:15:07
187;4;"AW00000187";"S";0x97CE29339FBB364C9197A6EEE803BD94;13/10/2004 11:15:07
188;5;"AW00000188";"S";0x4460F32AF9256C47961DA8EFD29E2C4F;13/10/2004 11:15:07
189;5;"AW00000189";"S";0x2B0DD53E7BA53842BB312F96996DB362;13/10/2004 11:15:07
190;6;"AW00000190";"S";0x064415911801114ABB1B366EDFB5C97A;13/10/2004 11:15:07
191;6;"AW00000191";"S";0x123EF6A2661CC241AAC057D87F1861D9;13/10/2004 11:15:07
192;6;"AW00000192";"S";0x68194084778980439B4ED5149C8126C0;13/10/2004 11:15:07
193;7;"AW00000193";"S";0x1704CB7426168645A8C86F0331B08C50;13/10/2004 11:15:07
194;8;"AW00000194";"S";0x1B084139ED24F1448009CD17693423A0;13/10/2004 11:15:07
195;9;"AW00000195";"S";0xC3C24CCDB49FAB4D95CCA054B1171786;13/10/2004 11:15:07
196;10;"AW00000196";"S";0xD3B20E5F9146714F8E9BA3EACFA4A1D5;13/10/2004 11:15:07
197;3;"AW00000197";"S";0x2848B6474CBC4049AA2392006BF0D7F1;13/10/2004 11:15:07
198;3;"AW00000198";"S";0x85E27DB19ADF7B48877375844A101CD0;13/10/2004 11:15:07
199;1;"AW00000199";"S";0xD152CDF038B81E45B0155414AB7D9154;13/10/2004 11:15:07
200;1;"AW00000200";"S";0x78C8967C38A02F4B825F016C922D6407;13/10/2004 11:15:07
201;4;"AW00000201";"S";0x6DB68EFFD837FB46B6E230A1FAC37947;13/10/2004 11:15:07
202;4;"AW00000202";"S";0xBB760DE5F7E39F41A6D220061538FCEA;13/10/2004 11:15:07
203;4;"AW00000203";"S";0x08AA5AB0C9ABE141B11365347A2EE406;13/10/2004 11:15:07
204;4;"AW00000204";"S";0x0F8707C85DFACB44B37347ECAC52C1D8;13/10/2004 11:15:07
205;4;"AW00000205";"S";0x27BDB09DE65C6D4F8C90A85422B86060;13/10/2004 11:15:07
206;5;"AW00000206";"S";0x36A7B3F01DDD1244AF94083990D01965;13/10/2004 11:15:07
207;5;"AW00000207";"S";0x3CB407CAB26F6041B1ACFAAEA2A1CCF1;13/10/2004 11:15:07
208;6;"AW00000208";"S";0xA8E705600101E24BB8C1F4AD936E496F;13/10/2004 11:15:07
209;6;"AW00000209";"S";0x7305A5E5830D0042A80C9F690AF69FCC;13/10/2004 11:15:07
210;6;"AW00000210";"S";0x588574FF94EA674CA764D1480B0F8548;13/10/2004 11:15:07
211;7;"AW00000211";"S";0x31861598589D2242BCBDCB0B90CBCE17;13/10/2004 11:15:07
212;8;"AW00000212";"S";0x1B7CB24DCE606040B84D2F83F7A04C4A;13/10/2004 11:15:07
213;9;"AW00000213";"S";0xA4AC4E3706B48E4DB122184EFC4122FA;13/10/2004 11:15:07
214;10;"AW00000214";"S";0x5F4D2E40C327974187E832AA42E41BB6;13/10/2004 11:15:07
215;2;"AW00000215";"S";0x7CDA8F3C916E7947A45E234774092C78;13/10/2004 11:15:07
216;2;"AW00000216";"S";0x74A0584F37EAF849B0C1FDC3E0A08677;13/10/2004 11:15:07
217;1;"AW00000217";"S";0x753AFC5CC6DD654CB4C315BF96C92983;13/10/2004 11:15:07
218;1;"AW00000218";"S";0x8084093C9B0D9C408156C7610415AC5B;13/10/2004 11:15:07
219;3;"AW00000219";"S";0xE3CC9CD3A6C41D448A3C96507627746D;13/10/2004 11:15:07
220;3;"AW00000220";"S";0x485A30816E9F1544B7AA488BA04A8F7E;13/10/2004 11:15:07
221;4;"AW00000221";"S";0x7E49EA98D045544C821A4FDD9A751095;13/10/2004 11:15:07
222;3;"AW00000222";"S";0x194BB83D6340C24EB1B4317DEE133A25;13/10/2004 11:15:07
223;3;"AW00000223";"S";0xFE374899A810DF47B7B886C4E6932FD0;13/10/2004 11:15:07
224;5;"AW00000224";"S";0x7936948BD747F448BBB91020A2F634CD;13/10/2004 11:15:07
225;5;"AW00000225";"S";0x845708ADA002024AB79C446A9F8F7EBF;13/10/2004 11:15:07
226;6;"AW00000226";"S";0x9B0E86CF6A816E40A64A7965772D5487;13/10/2004 11:15:07
227;6;"AW00000227";"S";0x3602FA1FEE845A41BE6194CE863715EA;13/10/2004 11:15:07
228;6;"AW00000228";"S";0x7EDD51C7D9512D4DAEEDC818EEE56CEB;13/10/2004 11:15:07
229;7;"AW00000229";"S";0xFCF9B925B0403F46B6B9B345E7B46874;13/10/2004 11:15:07
230;8;"AW00000230";"S";0xD22AC66A1FFF5141B2A2969847A7BAF1;13/10/2004 11:15:07
231;9;"AW00000231";"S";0xF1FEC60AD5C8F7468E4CFE522A0E4917;13/10/2004 11:15:07
232;10;"AW00000232";"S";0xD51B45AAC2FF6C43A29581B350A5B899;13/10/2004 11:15:07
233;2;"AW00000233";"S";0x7D86104EDA98CC4CADF292A3EDB6E7C1;13/10/2004 11:15:07
234;2;"AW00000234";"S";0xDB2A55603C641A469DFD57029760B59A;13/10/2004 11:15:07
235;1;"AW00000235";"S";0x506DDFA46850A94FB4CAA3195EB29BB6;13/10/2004 11:15:07
236;1;"AW00000236";"S";0xB21F8021A66EE54F94447E09E8BA907C;13/10/2004 11:15:07
237;3;"AW00000237";"S";0xD3D9F7B898E4C2408C7EFB1C98C43756;13/10/2004 11:15:07
238;3;"AW00000238";"S";0xCB14CD3E3C467543B81BD6E60A48B83D;13/10/2004 11:15:07
239;4;"AW00000239";"S";0x1E4AAA4809F2294BA276113EC94AA6DD;13/10/2004 11:15:07
240;4;"AW00000240";"S";0x95A481C57257B14E943A9E94E2387814;13/10/2004 11:15:07
241;4;"AW00000241";"S";0x5E2E34FF5C440049AA71F15656A7D24D;13/10/2004 11:15:07
242;5;"AW00000242";"S";0xF9CED8018D29A849AFC4FFA9F5B6D1F0;13/10/2004 11:15:07
243;5;"AW00000243";"S";0xDC4FF162DA02EC47A1AF5B95E963A14B;13/10/2004 11:15:07
244;6;"AW00000244";"S";0xED2BF88FD593484299E247F53055EC2D;13/10/2004 11:15:07
245;6;"AW00000245";"S";0xDD2B124A9343BC42AD4937E43A0414F6;13/10/2004 11:15:07
246;6;"AW00000246";"S";0xDFF2E9CEE72BB9488E41343ADC82F8C4;13/10/2004 11:15:07
247;7;"AW00000247";"S";0xDBE46407D4C98B4C964DF7FAD1C567FB;13/10/2004 11:15:07
248;8;"AW00000248";"S";0x28A289CFD7A4954CABDC181F2716892E;13/10/2004 11:15:07
249;9;"AW00000249";"S";0x87F2C4C2BE0F6C438FB80E95125DFE61;13/10/2004 11:15:07
250;10;"AW00000250";"S";0xCBD61ECBA1187C4F8079DC400B6E506F;13/10/2004 11:15:07
251;2;"AW00000251";"S";0xE267FC50EA4F9141A01BE850214B3B3E;13/10/2004 11:15:07
252;2;"AW00000252";"S";0xD69DEA3CD0E7924887D14BBA655BCC7A;13/10/2004 11:15:07
253;1;"AW00000253";"S";0x47B39AE0B17F3F45A4BD377E68EC8C33;13/10/2004 11:15:07
254;1;"AW00000254";"S";0xDDE8892FC3A3D44EA6044B3D45DD1BEA;13/10/2004 11:15:07
255;4;"AW00000255";"S";0x9F10210AB0020146B4F72ED62C342385;13/10/2004 11:15:07
256;4;"AW00000256";"S";0x5BB36D0BB4B8514B9154C33E12B38C75;13/10/2004 11:15:07
257;4;"AW00000257";"S";0x795A4FA285DDB24EA6A26E7026763FF8;13/10/2004 11:15:07
258;4;"AW00000258";"S";0x48DF49559F402A4CB97B900EB598843C;13/10/2004 11:15:07
259;4;"AW00000259";"S";0x567A3F2C9C81834EB7913CE02366D3CF;13/10/2004 11:15:07
260;5;"AW00000260";"S";0x6CB04604D394DF4496D30BAF8124E5D4;13/10/2004 11:15:07
261;5;"AW00000261";"S";0xEA1FB5F62ED80F44BC5E508D33BA7D0F;13/10/2004 11:15:07
262;6;"AW00000262";"S";0x1032781C1E2BE246A2C823E610FEEB3C;13/10/2004 11:15:07
263;6;"AW00000263";"S";0x73A865F6A261214BB9FFB5903BEAF759;13/10/2004 11:15:07
264;6;"AW00000264";"S";0xCE11CEA59C234948968314F37025A2C1;13/10/2004 11:15:07
265;7;"AW00000265";"S";0x9AE0D51C629CD14A9C860E17A4512D6E;13/10/2004 11:15:07
266;8;"AW00000266";"S";0x4A20F64A868C5D4385D7B4FA11C5AE93;13/10/2004 11:15:07
267;9;"AW00000267";"S";0x809465E431CACD4FAC5979DDC831839F;13/10/2004 11:15:07
268;10;"AW00000268";"S";0x6F6F310C545DFD4186A36ECAF31A01DD;13/10/2004 11:15:07
